# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:20
# SEK
#----------------------------

"status","K-42","ENST00000450969.6"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","3.442330e+00"
"case","5.174287e+00","3.772626e+00"
"control","4.951549e+00","7.298260e+00"
"case","4.797215e+00","5.396283e+00"
"control","0.000000e+00","5.504428e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","8.352860e+00"
"case","7.542741e-01","1.395240e+01"
"case","6.503319e-01","1.125891e+01"
"case","    0.000000","1.441316e+01"
"control","    1.347212","2.466266e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.443835e+01"
"case","    3.847082","1.577732e+01"
"control","    0.000000","8.301188e+00"
"case","0.000000e+00","2.093328e+01"
"case","0.000000e+00","1.274879e+01"
"control","    1.09708","1.733590e+01"
"case","    0.000000","1.560507e+01"
"control","    9.405865","1.769707e+01"
"case","    0.000000","1.004746e+01"
"case","9.230309e-01","2.211113e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","1.211331e+01"
"case","    6.587451","2.590905e+01"
"control","    4.031072","1.802769e+01"
"case","    0.000000","1.727819e+01"
"case","9.669471e-01","2.154278e+01"
"case","    0.000000","     23.5872"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","1.446302e+01"
"control","    1.181335","1.933316e+01"
"control","    0.000000","2.103723e+01"
"control","    0.000000","1.296809e+01"
"case","    0.000000","1.412770e+01"
"control","    0.000000","1.904878e+01"
"control","    3.140573","1.818638e+01"
"control","9.905626e-01","7.951056e+00"
"case","    0.000000","1.877173e+01"
"control","    0.000000","1.708628e+01"
"case","    1.380711","1.785549e+01"
"case","    0.000000","2.027448e+01"
"case","    0.000000","1.750600e+01"
"control","3.351250e+00","1.206869e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","1.871262e+01"
"control","2.258711e+00","1.230490e+01"
"case","    1.083699","1.229902e+01"
"case","0.000000e+00","1.281684e+01"
"control","    6.591236","1.173191e+01"
"case","    0.000000","1.180525e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","4.686051e+00"
"case","    1.106258","6.786032e+00"
"case","    1.080163","8.258151e+00"
"case","9.809206e-01","1.116345e+01"
"case","    0.000000","1.000230e+01"
