# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","K-42","ENST00000395611.7"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","2.581748e+00"
"case","5.174287e+00","6.790727e+00"
"control","4.951549e+00","2.189478e+00"
"case","4.797215e+00","7.195044e+00"
"control","0.000000e+00","9.174046e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","8.995388e+00"
"case","7.542741e-01","5.315201e+00"
"case","6.503319e-01","6.880446e+00"
"case","    0.000000","5.765263e+00"
"control","    1.347212","5.138053e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","3.039652e+00"
"case","    3.847082","9.280774e+00"
"control","    0.000000","3.689417e+00"
"case","0.000000e+00","4.331024e+00"
"case","0.000000e+00","5.249502e+00"
"control","    1.09708","4.953113e+00"
"case","    0.000000","3.285277e+00"
"control","    9.405865","4.616627e+00"
"case","    0.000000","1.826811e+00"
"case","9.230309e-01","4.422226e+00"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","3.785409e+00"
"case","    6.587451","2.590905e+00"
"control","    4.031072","4.006153e+00"
"case","    0.000000","2.303759e+00"
"case","9.669471e-01","3.590463e+00"
"case","    0.000000","      5.6160"
"case","3.182118e+02","2.237348e+01"
"case","1.900022e+00","1.446302e+00"
"control","    1.181335","4.833289e+00"
"control","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","2.648943e+00"
"control","    0.000000","3.628338e+00"
"control","    3.140573","3.497380e+00"
"control","9.905626e-01","1.391435e+01"
"case","    0.000000","1.706521e+00"
"control","    0.000000","2.847714e+00"
"case","    1.380711","1.879525e+00"
"case","    0.000000","5.288995e+00"
"case","    0.000000","1.522261e+00"
"control","3.351250e+00","6.351943e-01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","1.497009e+00"
"control","2.258711e+00","2.929738e+00"
"case","    1.083699","2.459804e+00"
"case","0.000000e+00","3.845051e+00"
"control","    6.591236","2.513980e+00"
"case","    0.000000","9.080960e+00"
"control","   31.620288","1.783588e+01"
"case","    0.000000","0.000000e+00"
"case","    1.106258","2.714413e+00"
"case","    1.080163","2.252223e+00"
"case","9.809206e-01","4.465381e+00"
"case","    0.000000","2.500575e+00"
