# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:10
# SEK
#----------------------------

"status","3184","ENST00000544786.1"
"case","1.713558e+01","8.251779e+02"
"control","    3.212888","4.311518e+02"
"case","1.121096e+01","2.738927e+02"
"control","2.122093e+00","2.386531e+02"
"case","1.599072e+00","3.156826e+02"
"control","0.000000e+00","1.859273e+02"
"case","2.856862e+00","8.608964e+02"
"control","0.000000e+00","2.210295e+02"
"case","7.542741e-01","2.126080e+02"
"case","1.300664e+00","1.939035e+02"
"case","    0.000000","2.969110e+02"
"control","    0.000000","3.247250e+02"
"case","   94.368152","5.164029e+02"
"control","    0.000000","4.840647e+02"
"case","    3.847082","3.303956e+02"
"control","    1.415779","3.606405e+02"
"case","1.817646e+00","3.962887e+02"
"case","1.110059e+01","4.522071e+02"
"control","    0.00000","4.012022e+02"
"case","    2.098674","3.277064e+02"
"control","    0.000000","4.355019e+02"
"case","    0.000000","3.443539e+02"
"case","1.846062e+00","3.125040e+02"
"control","0.000000e+00","2.646875e+01"
"control","4.744685e+00","5.276860e+02"
"case","    0.000000","4.145447e+02"
"control","    2.687381","4.156384e+02"
"case","    6.717306","5.010676e+02"
"case","0.000000e+00","4.143394e+02"
"case","    3.359339","    435.8016"
"case","1.394901e+01","3.739568e+02"
"case","9.500108e-01","5.054827e+02"
"control","    0.000000","4.575514e+02"
"control","    0.000000","6.649595e+02"
"control","    0.000000","6.916315e+02"
"case","    2.349239","4.980013e+02"
"control","    4.081724","3.655551e+02"
"control","    0.000000","4.532604e+02"
"control","6.636769e+01","1.620028e+02"
"case","    2.183691","4.163912e+02"
"control","    2.623048","3.227409e+02"
"case","    1.380711","3.806038e+02"
"case","    0.000000","4.865876e+02"
"case","    0.000000","3.440309e+02"
"control","0.000000e+00","3.455457e+02"
"case","1.955110e+02","9.130700e+02"
"case","    0.000000","4.131746e+02"
"control","0.000000e+00","2.460980e+02"
"case","    0.000000","3.501122e+02"
"case","8.339664e-01","4.242373e+02"
"control","    0.000000","4.030748e+02"
"case","    8.446444","3.223741e+02"
"control","    1.020009","1.016645e+03"
"case","    0.000000","4.273678e+02"
"case","    0.000000","2.761915e+02"
"case","    0.000000","4.797235e+02"
"case","9.809206e-01","4.026285e+02"
"case","    2.170539","4.105944e+02"
