# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","UID-142","ENST00000523583.1"
"case","4.283895e-01","0.000000e+00"
"control","    1.070963","9.466408e+00"
"case","2.069715e+01","3.018101e+00"
"control","2.122093e+00","1.094739e+01"
"case","8.794895e+00","5.396283e+00"
"control","0.000000e+00","3.730779e+01"
"case","4.326106e+01","2.703641e+02"
"control","7.581303e+00","1.349308e+01"
"case","7.542741e-01","9.301602e+00"
"case","9.104646e+00","1.313540e+01"
"case","    8.529401","2.882631e+01"
"control","    0.000000","8.220885e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.051765e+01"
"case","   10.258884","1.763347e+01"
"control","    9.910450","2.305886e+01"
"case","3.635293e+00","1.876777e+01"
"case","1.665088e+01","1.949815e+01"
"control","    2.19416","1.403382e+01"
"case","    7.345359","2.135430e+01"
"control","    3.135288","1.000269e+01"
"case","    7.922413","1.644130e+01"
"case","5.538186e+00","1.252964e+01"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","1.438455e+01"
"case","    1.317490","2.245451e+01"
"control","    2.687381","1.302000e+01"
"case","    6.717306","1.382256e+01"
"case","1.257031e+01","2.010659e+01"
"case","    0.000000","     17.9712"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","1.663248e+01"
"control","    0.000000","1.530542e+01"
"control","    1.024218","3.109852e+01"
"control","    3.854194","1.008629e+01"
"case","    0.000000","1.147875e+01"
"control","    8.163448","1.814169e+01"
"control","    4.710860","2.238323e+01"
"control","9.905626e-01","0.000000e+00"
"case","    7.642918","1.194565e+01"
"control","    5.246095","1.328933e+01"
"case","    8.284268","1.127715e+01"
"case","    3.707606","7.051994e+00"
"case","    4.971615","1.065583e+01"
"control","8.378125e-01","1.397428e+01"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","1.047907e+01"
"control","1.505807e+00","1.640653e+01"
"case","    1.083699","1.885850e+01"
"case","5.837765e+00","8.971787e+00"
"control","    6.591236","1.256990e+01"
"case","    2.111611","1.089715e+01"
"control","    0.000000","1.159332e+02"
"case","    1.262759","1.405815e+01"
"case","    5.531291","2.171530e+01"
"case","    9.721465","1.801778e+01"
"case","3.923682e+00","1.637306e+01"
"case","    1.447026","1.150264e+01"
