# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:07
# SEK
#----------------------------

"status","4017","ENST00000379453.5"
"case","1.370846e+01","4.853988e+00"
"control","   13.922515","0.000000e+00"
"case","8.623812e+00","1.509051e+00"
"control","1.556201e+01","0.000000e+00"
"case","1.918886e+01","8.993805e-01"
"control","0.000000e+00","0.000000e+00"
"case","1.661061e+02","1.849860e+02"
"control","9.097564e+00","0.000000e+00"
"case","1.508548e+00","1.993200e+00"
"case","0.000000e+00","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","   21.602348","0.000000e+00"
"control","    3.131746","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","   11.326228","0.000000e+00"
"case","2.726470e+00","0.000000e+00"
"case","9.250488e-01","0.000000e+00"
"control","    0.00000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","   13.586250","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","7.116339e+01","1.323438e+01"
"control","5.693622e+00","7.570818e-01"
"case","    0.000000","1.727270e+00"
"control","   10.749525","0.000000e+00"
"case","    1.679327","0.000000e+00"
"case","4.834736e+00","0.000000e+00"
"case","    0.000000","      0.0000"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","0.000000e+00"
"control","    1.181335","8.055482e-01"
"control","    0.000000","0.000000e+00"
"control","    1.927097","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    1.020431","0.000000e+00"
"control","    0.000000","0.000000e+00"
"control","1.981125e+00","0.000000e+00"
"case","    1.091845","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    8.700326","0.000000e+00"
"control","6.702500e+00","0.000000e+00"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","0.000000e+00"
"control","7.529037e-01","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","3.335866e+00","0.000000e+00"
"control","    9.227730","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    7.140065","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    1.080163","0.000000e+00"
"case","4.904603e+00","0.000000e+00"
"case","    3.617565","0.000000e+00"
