# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:07
# SEK
#----------------------------

"status","4017","ENST00000340058.5"
"case","1.370846e+01","4.853988e+00"
"control","   13.922515","0.000000e+00"
"case","8.623812e+00","0.000000e+00"
"control","1.556201e+01","4.378956e+00"
"case","1.918886e+01","4.496903e+00"
"control","0.000000e+00","2.446412e+00"
"case","1.661061e+02","9.249300e+01"
"control","9.097564e+00","0.000000e+00"
"case","1.508548e+00","1.328800e+00"
"case","0.000000e+00","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.027611e+00"
"case","   21.602348","0.000000e+00"
"control","    3.131746","0.000000e+00"
"case","    0.000000","2.784232e+00"
"control","   11.326228","0.000000e+00"
"case","2.726470e+00","1.443675e+00"
"case","9.250488e-01","0.000000e+00"
"control","    0.00000","3.302075e+00"
"case","    0.000000","8.213193e-01"
"control","   13.586250","0.000000e+00"
"case","    0.000000","1.826811e+00"
"case","0.000000e+00","7.370376e-01"
"control","7.116339e+01","3.970313e+01"
"control","5.693622e+00","7.570818e-01"
"case","    0.000000","1.727270e+00"
"control","   10.749525","2.003077e+00"
"case","    1.679327","0.000000e+00"
"case","4.834736e+00","2.154278e+00"
"case","    0.000000","      4.4928"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","1.446302e+00"
"control","    1.181335","1.611096e+00"
"control","    0.000000","0.000000e+00"
"control","    1.927097","0.000000e+00"
"case","    0.000000","3.531924e+00"
"control","    1.020431","3.628338e+00"
"control","    0.000000","2.098428e+00"
"control","1.981125e+00","0.000000e+00"
"case","    1.091845","2.559782e+00"
"control","    0.000000","1.898476e+00"
"case","    0.000000","9.397624e-01"
"case","    0.000000","0.000000e+00"
"case","    8.700326","0.000000e+00"
"control","6.702500e+00","2.540777e+00"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","0.000000e+00"
"control","7.529037e-01","0.000000e+00"
"case","    0.000000","3.279739e+00"
"case","3.335866e+00","6.408419e-01"
"control","    9.227730","3.351973e+00"
"case","    0.000000","9.080960e-01"
"control","    7.140065","1.783588e+01"
"case","    0.000000","1.874420e+00"
"case","    0.000000","6.786032e-01"
"case","    1.080163","3.002964e+00"
"case","4.904603e+00","7.442302e-01"
"case","    3.617565","5.001150e-01"
