# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:25
# SEK
#----------------------------

"status","2593","ENST00000611071.4"
"case","0.000000e+00","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","9.195734e+00","0.000000e+00"
"case","7.995359e-01","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","3.032521e+00","0.000000e+00"
"case","0.000000e+00","1.328800e+00"
"case","1.300664e+00","1.876485e+00"
"case","    0.000000","4.804386e+00"
"control","    0.000000","1.027611e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.279739e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","9.223542e-01"
"case","0.000000e+00","1.443675e+00"
"case","9.250488e-01","7.499288e-01"
"control","    0.00000","4.953113e+00"
"case","    0.000000","4.106597e+00"
"control","    1.045096","2.308314e+00"
"case","    0.000000","1.826811e+00"
"case","0.000000e+00","0.000000e+00"
"control","1.049204e+01","0.000000e+00"
"control","0.000000e+00","7.570818e-01"
"case","    0.000000","2.590905e+00"
"control","    1.343691","1.001538e+00"
"case","    0.000000","1.151880e+00"
"case","9.669471e-01","6.462833e+00"
"case","    6.718677","      6.7392"
"case","0.000000e+00","0.000000e+00"
"case","0.000000e+00","3.615756e+00"
"control","    0.000000","5.638838e+00"
"control","    0.000000","8.780758e+01"
"control","    0.000000","2.161348e+01"
"case","    0.000000","9.712792e+00"
"control","    2.040862","6.349592e+00"
"control","    0.000000","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","9.492379e-01"
"case","    0.000000","1.879525e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","5.026875e+00","1.905583e+00"
"case","7.697282e-01","1.472694e+01"
"case","    0.000000","7.485047e-01"
"control","2.258711e+00","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","0.000000e+00","6.408419e-01"
"control","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    2.040019","0.000000e+00"
"case","    0.000000","1.874420e+00"
"case","    0.000000","1.357206e+00"
"case","    0.000000","7.507410e-01"
"case","0.000000e+00","1.488460e+00"
"case","    0.000000","2.000460e+00"
