# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:16
# SEK
#----------------------------

"status","K-42","ENST00000647988.1"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","3.356272e+01"
"case","5.174287e+00","8.299778e+00"
"control","4.951549e+00","5.108782e+00"
"case","4.797215e+00","1.169195e+01"
"control","0.000000e+00","9.174046e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","1.542066e+01"
"case","7.542741e-01","2.059640e+01"
"case","6.503319e-01","2.314332e+01"
"case","    0.000000","3.266982e+01"
"control","    1.347212","3.699398e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.887670e+01"
"case","    3.847082","1.670539e+01"
"control","    0.000000","3.689417e+01"
"case","0.000000e+00","2.598614e+01"
"case","0.000000e+00","3.599658e+01"
"control","    1.09708","3.136972e+01"
"case","    0.000000","2.874618e+01"
"control","    9.405865","2.769976e+01"
"case","    0.000000","2.100833e+01"
"case","9.230309e-01","2.284817e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","5.072448e+01"
"case","    6.587451","2.418178e+01"
"control","    4.031072","2.704153e+01"
"case","    0.000000","3.686015e+01"
"case","9.669471e-01","2.585133e+01"
"case","    0.000000","     32.5728"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","3.760386e+01"
"control","    1.181335","1.611096e+01"
"control","    0.000000","4.298913e+01"
"control","    0.000000","4.034517e+01"
"case","    0.000000","3.620223e+01"
"control","    0.000000","2.811962e+01"
"control","    3.140573","3.917066e+01"
"control","9.905626e-01","6.758397e+01"
"case","    0.000000","4.180977e+01"
"control","    0.000000","3.702028e+01"
"case","    1.380711","2.913264e+01"
"case","    0.000000","3.878596e+01"
"case","    0.000000","3.272861e+01"
"control","3.351250e+00","4.509880e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","2.769468e+01"
"control","2.258711e+00","3.515685e+01"
"case","    1.083699","4.263661e+01"
"case","0.000000e+00","4.870398e+01"
"control","    6.591236","3.519572e+01"
"case","    0.000000","1.907002e+01"
"control","   31.620288","9.363838e+01"
"case","    0.000000","4.967214e+01"
"case","    1.106258","2.714413e+01"
"case","    1.080163","2.927890e+01"
"case","9.809206e-01","3.944420e+01"
"case","    0.000000","3.850885e+01"
