# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:21
# SEK
#----------------------------

"status","4017","ENST00000527389.2"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","8.605825e-01"
"case","8.623812e+00","2.263576e+00"
"control","1.556201e+01","2.189478e+00"
"case","1.918886e+01","2.698142e+00"
"control","0.000000e+00","3.669618e+00"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","1.927583e+00"
"case","1.508548e+00","2.657601e+00"
"case","0.000000e+00","7.505942e+00"
"case","    0.000000","2.786544e+01"
"control","    0.000000","1.644177e+01"
"case","   21.602348","0.000000e+00"
"control","    3.131746","9.118957e+00"
"case","    0.000000","1.484924e+01"
"control","   11.326228","4.611771e+00"
"case","2.726470e+00","1.732409e+01"
"case","9.250488e-01","1.274879e+01"
"control","    0.00000","1.733590e+01"
"case","    0.000000","3.367409e+01"
"control","   13.586250","8.463817e+00"
"case","    0.000000","1.644130e+01"
"case","0.000000e+00","1.621483e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","1.287039e+01"
"case","    0.000000","7.772714e+00"
"control","   10.749525","2.103230e+01"
"case","    1.679327","1.497443e+01"
"case","4.834736e+00","2.010659e+01"
"case","    0.000000","     17.9712"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","8.677815e+00"
"control","    1.181335","1.772206e+01"
"control","    0.000000","3.658649e+00"
"control","    1.927097","3.602247e+01"
"case","    0.000000","1.589366e+01"
"control","    1.020431","1.632752e+01"
"control","    0.000000","4.196856e+00"
"control","1.981125e+00","4.969410e+00"
"case","    1.091845","2.047826e+01"
"control","    0.000000","1.613704e+01"
"case","    0.000000","6.578337e+00"
"case","    0.000000","1.322249e+01"
"case","    8.700326","1.293922e+01"
"control","6.702500e+00","8.257526e+00"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","1.197608e+01"
"control","7.529037e-01","1.054706e+01"
"case","    0.000000","1.065915e+01"
"case","3.335866e+00","1.217600e+01"
"control","    9.227730","1.340789e+01"
"case","    0.000000","2.361050e+01"
"control","    7.140065","0.000000e+00"
"case","    0.000000","2.155583e+01"
"case","    0.000000","1.017905e+01"
"case","    1.080163","1.501482e+01"
"case","4.904603e+00","1.414037e+01"
"case","    3.617565","8.501954e+00"
