# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","UID-142","ENST00000355710.7"
"case","4.283895e-01","4.853988e+00"
"control","    1.070963","0.000000e+00"
"case","2.069715e+01","0.000000e+00"
"control","2.122093e+00","5.838608e+00"
"case","8.794895e+00","8.993805e+00"
"control","0.000000e+00","3.058015e+00"
"case","4.326106e+01","9.249300e+01"
"control","7.581303e+00","0.000000e+00"
"case","7.542741e-01","3.986401e+00"
"case","9.104646e+00","0.000000e+00"
"case","    8.529401","0.000000e+00"
"control","    0.000000","1.027611e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","7.599131e-01"
"case","   10.258884","3.712310e+00"
"control","    9.910450","0.000000e+00"
"case","3.635293e+00","2.165512e+00"
"case","1.665088e+01","3.749644e+00"
"control","    2.19416","8.255188e-01"
"case","    7.345359","8.213193e-01"
"control","    3.135288","3.077752e+00"
"case","    7.922413","1.826811e+00"
"case","5.538186e+00","7.370376e-01"
"control","0.000000e+00","3.970313e+01"
"control","3.795748e+00","1.514164e+00"
"case","    1.317490","2.590905e+00"
"control","    2.687381","3.004615e+00"
"case","    6.717306","1.151880e+00"
"case","1.257031e+01","2.154278e+00"
"case","    0.000000","      2.2464"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","1.446302e+00"
"control","    0.000000","1.611096e+00"
"control","    1.024218","0.000000e+00"
"control","    3.854194","0.000000e+00"
"case","    0.000000","3.531924e+00"
"control","    8.163448","3.628338e+00"
"control","    4.710860","1.398952e+00"
"control","9.905626e-01","0.000000e+00"
"case","    7.642918","2.559782e+00"
"control","    5.246095","4.746189e+00"
"case","    8.284268","2.819287e+00"
"case","    3.707606","2.644498e+00"
"case","    4.971615","0.000000e+00"
"control","8.378125e-01","2.540777e+00"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","1.497009e+00"
"control","1.505807e+00","3.515685e+00"
"case","    1.083699","2.459804e+00"
"case","5.837765e+00","6.408419e-01"
"control","    6.591236","2.513980e+00"
"case","    2.111611","9.080960e-01"
"control","    0.000000","1.783588e+01"
"case","    1.262759","1.874420e+00"
"case","    5.531291","3.393016e+00"
"case","    9.721465","1.501482e+00"
"case","3.923682e+00","7.442302e-01"
"case","    1.447026","5.001150e-01"
