# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:15
# SEK
#----------------------------

"status","UID-142","ENST00000471959.2"
"case","4.283895e-01","2.329914e+02"
"control","    1.070963","5.421670e+01"
"case","2.069715e+01","3.093554e+01"
"control","2.122093e+00","4.014043e+01"
"case","8.794895e+00","3.057894e+01"
"control","0.000000e+00","3.241496e+01"
"case","4.326106e+01","2.276751e+02"
"control","7.581303e+00","4.176430e+01"
"case","7.542741e-01","8.570762e+01"
"case","9.104646e+00","6.817897e+01"
"case","    8.529401","5.861351e+01"
"control","    0.000000","4.624248e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","3.571592e+01"
"case","   10.258884","7.703043e+01"
"control","    9.910450","5.534125e+01"
"case","3.635293e+00","6.713087e+01"
"case","1.665088e+01","7.874253e+01"
"control","    2.19416","9.163259e+01"
"case","    7.345359","7.638270e+01"
"control","    3.135288","7.925210e+01"
"case","    7.922413","6.119817e+01"
"case","5.538186e+00","9.286674e+01"
"control","0.000000e+00","0.000000e+00"
"control","3.795748e+00","6.586612e+01"
"case","    1.317490","7.254533e+01"
"control","    2.687381","1.031584e+02"
"case","    6.717306","3.801203e+01"
"case","1.257031e+01","5.529313e+01"
"case","    0.000000","     60.6528"
"case","1.743626e+00","6.392423e+00"
"case","8.550097e+00","3.832701e+01"
"control","    0.000000","5.558283e+01"
"control","    1.024218","1.006129e+02"
"control","    3.854194","1.152719e+01"
"case","    0.000000","6.004272e+01"
"control","    8.163448","7.438094e+01"
"control","    4.710860","3.567328e+01"
"control","9.905626e-01","1.739293e+02"
"case","    7.642918","4.692933e+01"
"control","    5.246095","6.929437e+01"
"case","    8.284268","8.363886e+01"
"case","    3.707606","4.143046e+01"
"case","    4.971615","2.359504e+01"
"control","8.378125e-01","4.065244e+01"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","4.640729e+01"
"control","1.505807e+00","5.976665e+01"
"case","    1.083699","5.329576e+01"
"case","5.837765e+00","5.190819e+01"
"control","    6.591236","6.368749e+01"
"case","    2.111611","4.812909e+01"
"control","    0.000000","0.000000e+00"
"case","    1.262759","4.686051e+01"
"case","    5.531291","5.835987e+01"
"case","    9.721465","5.630557e+01"
"case","3.923682e+00","5.804996e+01"
"case","    1.447026","3.550816e+01"
