# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:16
# SEK
#----------------------------

"status","K-42","ENST00000496250.5"
"case","1.195207e+02","2.426994e+01"
"control","    7.496739","1.292595e+03"
"case","5.174287e+00","9.831464e+02"
"control","4.951549e+00","4.524921e+02"
"case","4.797215e+00","8.786948e+02"
"control","0.000000e+00","4.134437e+02"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","4.703303e+02"
"case","7.542741e-01","5.879941e+02"
"case","6.503319e-01","5.904674e+02"
"case","    0.000000","3.372679e+02"
"control","    1.347212","5.353852e+02"
"case","    0.000000","0.000000e+00"
"control","    0.000000","7.067192e+02"
"case","    3.847082","4.000014e+02"
"control","    0.000000","4.759348e+02"
"case","0.000000e+00","5.356033e+02"
"case","0.000000e+00","5.474480e+02"
"control","    1.09708","4.144105e+02"
"case","    0.000000","3.704150e+02"
"control","    9.405865","4.047243e+02"
"case","    0.000000","4.384346e+02"
"case","9.230309e-01","4.230596e+02"
"control","2.645818e+01","6.220157e+02"
"control","1.897874e+00","5.057306e+02"
"case","    6.587451","4.205902e+02"
"control","    4.031072","4.166399e+02"
"case","    0.000000","5.171939e+02"
"case","9.669471e-01","7.159383e+02"
"case","    0.000000","    357.1776"
"case","3.182118e+02","2.556969e+01"
"case","1.900022e+00","6.732538e+02"
"control","    1.181335","3.262470e+02"
"control","    0.000000","5.597733e+02"
"control","    0.000000","5.417780e+02"
"case","    0.000000","6.083740e+02"
"control","    0.000000","4.898257e+02"
"control","    3.140573","3.070700e+02"
"control","9.905626e-01","1.982794e+03"
"case","    0.000000","4.692933e+02"
"control","    0.000000","4.670250e+02"
"case","    1.380711","4.802186e+02"
"case","    0.000000","6.417314e+02"
"case","    0.000000","4.665729e+02"
"control","3.351250e+00","1.478732e+03"
"case","7.697282e-01","7.363468e+01"
"case","    9.722825","4.161686e+02"
"control","2.258711e+00","4.400466e+02"
"case","    1.083699","5.542759e+02"
"case","0.000000e+00","6.985177e+02"
"control","    6.591236","4.575444e+02"
"case","    0.000000","4.004703e+02"
"control","   31.620288","5.832333e+03"
"case","    0.000000","6.522983e+02"
"case","    1.106258","3.827322e+02"
"case","    1.080163","3.881331e+02"
"case","9.809206e-01","5.417996e+02"
"case","    0.000000","5.931364e+02"
