# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:15
# SEK
#----------------------------

"status","K-42","ENST00000452135.6"
"case","1.195207e+02","4.853988e+00"
"control","    7.496739","1.118757e+02"
"case","5.174287e+00","1.101607e+02"
"control","4.951549e+00","7.955103e+01"
"case","4.797215e+00","1.474984e+02"
"control","0.000000e+00","1.168162e+02"
"case","8.162464e-01","2.134454e+01"
"control","6.823173e+00","1.432837e+02"
"case","7.542741e-01","1.182632e+02"
"case","6.503319e-01","1.319795e+02"
"case","    0.000000","9.993122e+01"
"control","    1.347212","7.912602e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","7.979088e+01"
"case","    3.847082","1.039447e+02"
"control","    0.000000","7.378834e+01"
"case","0.000000e+00","7.434924e+01"
"case","0.000000e+00","9.899060e+01"
"control","    1.09708","7.594773e+01"
"case","    0.000000","9.198777e+01"
"control","    9.405865","7.386604e+01"
"case","    0.000000","1.050416e+02"
"case","9.230309e-01","1.053964e+02"
"control","2.645818e+01","1.270500e+03"
"control","1.897874e+00","9.387814e+01"
"case","    6.587451","7.513623e+01"
"control","    4.031072","7.311230e+01"
"case","    0.000000","5.529022e+01"
"case","9.669471e-01","6.175596e+01"
"case","    0.000000","     86.4864"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","6.942252e+01"
"control","    1.181335","8.458256e+01"
"control","    0.000000","6.951434e+01"
"control","    0.000000","7.204494e+01"
"case","    0.000000","7.328743e+01"
"control","    0.000000","9.615097e+01"
"control","    3.140573","8.883345e+01"
"control","9.905626e-01","2.325684e+02"
"case","    0.000000","8.617932e+01"
"control","    0.000000","9.872074e+01"
"case","    1.380711","8.927743e+01"
"case","    0.000000","5.994195e+01"
"case","    0.000000","9.438017e+01"
"control","3.351250e+00","7.812890e+01"
"case","7.697282e-01","2.503579e+02"
"case","    9.722825","8.383253e+01"
"control","2.258711e+00","1.054706e+02"
"case","    1.083699","8.855296e+01"
"case","0.000000e+00","7.433766e+01"
"control","    6.591236","6.536348e+01"
"case","    0.000000","1.098796e+02"
"control","   31.620288","1.337691e+01"
"case","    0.000000","1.021559e+02"
"case","    1.106258","1.051835e+02"
"case","    1.080163","8.633521e+01"
"case","9.809206e-01","9.154031e+01"
"case","    0.000000","6.701541e+01"
