# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:16
# SEK
#----------------------------

"status","K-42","ENST00000640388.1"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","9.466408e+00"
"case","5.174287e+00","3.772626e+00"
"control","4.951549e+00","2.189478e+00"
"case","4.797215e+00","7.195044e+00"
"control","0.000000e+00","1.345527e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","6.425277e+00"
"case","7.542741e-01","1.860320e+01"
"case","6.503319e-01","1.939035e+01"
"case","    0.000000","1.729579e+01"
"control","    1.347212","1.746938e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.747800e+01"
"case","    3.847082","1.577732e+01"
"control","    0.000000","1.936944e+01"
"case","0.000000e+00","1.443675e+01"
"case","0.000000e+00","1.649843e+01"
"control","    1.09708","2.063797e+01"
"case","    0.000000","2.135430e+01"
"control","    9.405865","2.231370e+01"
"case","    0.000000","2.100833e+01"
"case","9.230309e-01","2.800743e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","1.665580e+01"
"case","    6.587451","1.554543e+01"
"control","    4.031072","2.103230e+01"
"case","    0.000000","1.612631e+01"
"case","9.669471e-01","2.585133e+01"
"case","    0.000000","     15.7248"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","1.952508e+01"
"control","    1.181335","2.174980e+01"
"control","    0.000000","7.317299e+01"
"control","    0.000000","3.025888e+01"
"case","    0.000000","2.030857e+01"
"control","    0.000000","2.267711e+01"
"control","    3.140573","1.398952e+01"
"control","9.905626e-01","2.981646e+00"
"case","    0.000000","1.621195e+01"
"control","    0.000000","1.518781e+01"
"case","    1.380711","2.349406e+01"
"case","    0.000000","1.939298e+01"
"case","    0.000000","1.598374e+01"
"control","3.351250e+00","7.622332e+00"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","2.470066e+01"
"control","2.258711e+00","2.812548e+01"
"case","    1.083699","1.639870e+01"
"case","0.000000e+00","1.730273e+01"
"control","    6.591236","1.927385e+01"
"case","    0.000000","2.905907e+01"
"control","   31.620288","9.809735e+01"
"case","    0.000000","9.372102e+00"
"case","    1.106258","1.628648e+01"
"case","    1.080163","1.051037e+01"
"case","9.809206e-01","1.562883e+01"
"case","    0.000000","2.250517e+01"
