# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:13
# SEK
#----------------------------

"status","4017","ENST00000517419.5"
"case","1.370846e+01","9.707976e+00"
"control","   13.922515","1.721165e+00"
"case","8.623812e+00","3.018101e+00"
"control","1.556201e+01","4.378956e+00"
"case","1.918886e+01","2.698142e+00"
"control","0.000000e+00","1.223206e+00"
"case","1.661061e+02","6.403361e+01"
"control","9.097564e+00","5.140221e+00"
"case","1.508548e+00","2.458280e+01"
"case","0.000000e+00","2.001584e+01"
"case","    0.000000","3.074807e+01"
"control","    0.000000","2.363505e+01"
"case","   21.602348","0.000000e+00"
"control","    3.131746","2.279739e+01"
"case","    0.000000","2.691425e+01"
"control","   11.326228","2.305886e+01"
"case","2.726470e+00","2.165512e+01"
"case","9.250488e-01","1.799829e+01"
"control","    0.00000","2.806764e+01"
"case","    0.000000","2.792486e+01"
"control","   13.586250","2.308314e+01"
"case","    0.000000","2.009492e+01"
"case","0.000000e+00","2.211113e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","2.271245e+01"
"case","    0.000000","3.368176e+01"
"control","   10.749525","3.405230e+01"
"case","    1.679327","3.455639e+01"
"case","4.834736e+00","2.226087e+01"
"case","    0.000000","     35.9424"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","1.880193e+01"
"control","    1.181335","4.269406e+01"
"control","    0.000000","1.006129e+01"
"control","    1.927097","7.492674e+01"
"case","    0.000000","2.648943e+01"
"control","    1.020431","2.449128e+01"
"control","    0.000000","2.168376e+01"
"control","1.981125e+00","1.987764e+00"
"case","    1.091845","2.218478e+01"
"control","    0.000000","2.373095e+01"
"case","    0.000000","1.879525e+01"
"case","    0.000000","1.762998e+01"
"case","    8.700326","2.587843e+01"
"control","6.702500e+00","2.350219e+01"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","2.919169e+01"
"control","7.529037e-01","2.168006e+01"
"case","    0.000000","1.557876e+01"
"case","3.335866e+00","1.538021e+01"
"control","    9.227730","1.927385e+01"
"case","    0.000000","3.359955e+01"
"control","    7.140065","0.000000e+00"
"case","    0.000000","2.249304e+01"
"case","    0.000000","2.103670e+01"
"case","    1.080163","2.402371e+01"
"case","4.904603e+00","1.562883e+01"
"case","    3.617565","2.050471e+01"
