# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:14
# SEK
#----------------------------

"status","UID-142","ENST00000515802.5"
"case","4.283895e-01","1.456196e+02"
"control","    1.070963","2.839922e+01"
"case","2.069715e+01","2.640838e+01"
"control","2.122093e+00","2.189478e+01"
"case","8.794895e+00","2.608204e+01"
"control","0.000000e+00","1.162046e+01"
"case","4.326106e+01","0.000000e+00"
"control","7.581303e+00","2.313100e+01"
"case","7.542741e-01","6.112481e+01"
"case","9.104646e+00","5.504357e+01"
"case","    8.529401","1.979407e+02"
"control","    0.000000","2.044945e+02"
"case","    0.000000","4.122164e+02"
"control","    0.000000","2.652097e+02"
"case","   10.258884","1.698382e+02"
"control","    9.910450","1.780144e+02"
"case","3.635293e+00","2.179949e+02"
"case","1.665088e+01","1.807328e+02"
"control","    2.19416","1.626272e+02"
"case","    7.345359","1.199126e+02"
"control","    3.135288","1.500404e+02"
"case","    7.922413","1.333572e+02"
"case","5.538186e+00","1.194001e+02"
"control","0.000000e+00","1.323438e+01"
"control","3.795748e+00","2.521082e+02"
"case","    1.317490","2.141814e+02"
"control","    2.687381","1.492292e+02"
"case","    6.717306","2.660842e+02"
"case","1.257031e+01","1.687518e+02"
"case","    0.000000","    245.9808"
"case","1.743626e+00","6.072802e+01"
"case","8.550097e+00","2.140528e+02"
"control","    0.000000","2.239424e+02"
"control","    1.024218","3.466570e+02"
"control","    3.854194","3.890427e+02"
"case","    0.000000","2.260432e+02"
"control","    8.163448","1.596469e+02"
"control","    4.710860","1.510868e+02"
"control","9.905626e-01","2.107030e+02"
"case","    7.642918","1.962499e+02"
"control","    5.246095","1.680151e+02"
"case","    8.284268","1.635187e+02"
"case","    3.707606","2.485828e+02"
"case","    4.971615","1.552706e+02"
"control","8.378125e-01","2.629705e+02"
"case","7.697282e-01","4.418081e+01"
"case","   18.365336","1.167667e+02"
"control","1.505807e+00","1.195333e+02"
"case","    1.083699","1.877651e+02"
"case","5.837765e+00","1.358585e+02"
"control","    6.591236","1.449728e+02"
"case","    2.111611","1.235011e+02"
"control","    0.000000","2.131388e+03"
"case","    1.262759","2.980328e+02"
"case","    5.531291","1.187556e+02"
"case","    9.721465","1.516497e+02"
"case","3.923682e+00","1.436364e+02"
"case","    1.447026","1.725397e+02"
