# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:26
# SEK
#----------------------------

"status","3184","ENST00000539014.5"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","1.807223e+01"
"case","1.121096e+01","1.810861e+01"
"control","2.122093e+00","6.276503e+01"
"case","1.599072e+00","2.878018e+01"
"control","0.000000e+00","2.629893e+01"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","2.377352e+01"
"case","7.542741e-01","4.052841e+01"
"case","1.300664e+00","4.315916e+01"
"case","    0.000000","2.690456e+01"
"control","    0.000000","2.157982e+01"
"case","   94.368152","2.264925e+01"
"control","    0.000000","1.671809e+01"
"case","    3.847082","2.320194e+01"
"control","    1.415779","2.490356e+01"
"case","1.817646e+00","2.309879e+01"
"case","1.110059e+01","2.174794e+01"
"control","    0.00000","1.485934e+01"
"case","    2.098674","2.874618e+01"
"control","    0.000000","1.077213e+01"
"case","    0.000000","3.288260e+01"
"case","1.846062e+00","3.095558e+01"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","1.059914e+01"
"case","    0.000000","3.368176e+01"
"control","    2.687381","2.804307e+01"
"case","    6.717306","2.188571e+01"
"case","0.000000e+00","1.651613e+01"
"case","    3.359339","     26.9568"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","2.458714e+01"
"control","    0.000000","1.772206e+01"
"control","    0.000000","1.554926e+01"
"control","    0.000000","1.440899e+00"
"case","    2.349239","1.501068e+01"
"control","    4.081724","3.628338e+01"
"control","    0.000000","1.049214e+01"
"control","6.636769e+01","2.285928e+01"
"case","    2.183691","1.962499e+01"
"control","    2.623048","2.942637e+01"
"case","    1.380711","2.631335e+01"
"case","    0.000000","1.674848e+01"
"case","    0.000000","1.370035e+01"
"control","0.000000e+00","2.223180e+01"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","1.946112e+01"
"control","0.000000e+00","2.988332e+01"
"case","    0.000000","1.065915e+01"
"case","8.339664e-01","2.371115e+01"
"control","    0.000000","1.424589e+01"
"case","    8.446444","2.996717e+01"
"control","    1.020009","4.458970e+00"
"case","    0.000000","2.530468e+01"
"case","    0.000000","2.850133e+01"
"case","    0.000000","1.351334e+01"
"case","9.809206e-01","8.186532e+00"
"case","    2.170539","1.150264e+01"
