# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:25
# SEK
#----------------------------

"status","K-42","ENST00000533979.5"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","1.635107e+01"
"case","5.174287e+00","1.207240e+01"
"control","4.951549e+00","9.487738e+00"
"case","4.797215e+00","1.798761e+01"
"control","0.000000e+00","7.950840e+00"
"case","8.162464e-01","7.114846e+00"
"control","6.823173e+00","2.120341e+01"
"case","7.542741e-01","1.063040e+01"
"case","6.503319e-01","2.126683e+01"
"case","    0.000000","1.921754e+01"
"control","    1.347212","1.644177e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","3.799566e+00"
"case","    3.847082","8.352697e+00"
"control","    0.000000","6.456479e+00"
"case","0.000000e+00","1.154940e+01"
"case","0.000000e+00","1.499858e+00"
"control","    1.09708","5.778632e+00"
"case","    0.000000","1.971166e+01"
"control","    9.405865","1.538876e+01"
"case","    0.000000","1.278768e+01"
"case","9.230309e-01","1.252964e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","9.842063e+00"
"case","    6.587451","7.772714e+00"
"control","    4.031072","5.007691e+00"
"case","    0.000000","1.267068e+01"
"case","9.669471e-01","8.617111e+00"
"case","    0.000000","      7.8624"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","7.954663e+00"
"control","    1.181335","9.666579e+00"
"control","    0.000000","7.317299e+00"
"control","    0.000000","8.645393e+00"
"case","    0.000000","6.180868e+00"
"control","    0.000000","1.269918e+01"
"control","    3.140573","3.497380e+00"
"control","9.905626e-01","8.547385e+01"
"case","    0.000000","1.023913e+01"
"control","    0.000000","7.593903e+00"
"case","    1.380711","9.397624e+00"
"case","    0.000000","5.288995e+00"
"case","    0.000000","1.522261e+01"
"control","3.351250e+00","6.987138e+00"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","7.485047e+00"
"control","2.258711e+00","1.171895e+01"
"case","    1.083699","1.721863e+01"
"case","0.000000e+00","1.025347e+01"
"control","    6.591236","1.256990e+01"
"case","    0.000000","2.724288e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","5.623261e+00"
"case","    1.106258","7.464635e+00"
"case","    1.080163","5.255187e+00"
"case","9.809206e-01","3.721151e+00"
"case","    0.000000","8.501954e+00"
