# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:10
# SEK
#----------------------------

"status","3184","ENST00000525053.5"
"case","1.713558e+01","6.795583e+01"
"control","    3.212888","5.679845e+01"
"case","1.121096e+01","6.262560e+01"
"control","2.122093e+00","2.700356e+01"
"case","1.599072e+00","4.317027e+01"
"control","0.000000e+00","1.895970e+01"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","3.084133e+01"
"case","7.542741e-01","3.056241e+01"
"case","1.300664e+00","4.128268e+01"
"case","    0.000000","1.921754e+01"
"control","    0.000000","3.082832e+01"
"case","   94.368152","0.000000e+00"
"control","    0.000000","4.635470e+01"
"case","    3.847082","2.691425e+01"
"control","    1.415779","1.936944e+01"
"case","1.817646e+00","3.609186e+01"
"case","1.110059e+01","2.774737e+01"
"control","    0.00000","2.806764e+01"
"case","    2.098674","1.889034e+01"
"control","    0.000000","4.539684e+01"
"case","    0.000000","3.470941e+01"
"case","1.846062e+00","2.800743e+01"
"control","0.000000e+00","2.646875e+01"
"control","4.744685e+00","4.315366e+01"
"case","    0.000000","2.331814e+01"
"control","    2.687381","1.001538e+01"
"case","    6.717306","1.843007e+01"
"case","0.000000e+00","4.093128e+01"
"case","    3.359339","     22.4640"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","3.037235e+01"
"control","    0.000000","2.738864e+01"
"control","    0.000000","5.030643e+01"
"control","    0.000000","2.737708e+01"
"case","    2.349239","2.737241e+01"
"control","    4.081724","4.354006e+01"
"control","    0.000000","5.036227e+01"
"control","6.636769e+01","4.074916e+01"
"case","    2.183691","2.901086e+01"
"control","    2.623048","3.512180e+01"
"case","    1.380711","2.443382e+01"
"case","    0.000000","2.203748e+01"
"case","    0.000000","2.587843e+01"
"control","0.000000e+00","6.224904e+01"
"case","1.955110e+02","1.325424e+02"
"case","    0.000000","3.742524e+01"
"control","0.000000e+00","2.109411e+01"
"case","    0.000000","3.771700e+01"
"case","8.339664e-01","3.780967e+01"
"control","    0.000000","2.346381e+01"
"case","    8.446444","1.452954e+01"
"control","    1.020009","0.000000e+00"
"case","    0.000000","2.249304e+01"
"case","    0.000000","2.646552e+01"
"case","    0.000000","2.627593e+01"
"case","9.809206e-01","3.572305e+01"
"case","    2.170539","3.000690e+01"
