# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:14
# SEK
#----------------------------

"status","K-42","ENST00000492120.1"
"case","1.195207e+02","3.397791e+01"
"control","    7.496739","1.282268e+02"
"case","5.174287e+00","1.260057e+02"
"control","4.951549e+00","1.445055e+02"
"case","4.797215e+00","1.358065e+02"
"control","0.000000e+00","1.192626e+02"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","1.085872e+02"
"case","7.542741e-01","1.023176e+02"
"case","6.503319e-01","9.695175e+01"
"case","    0.000000","7.687017e+01"
"control","    1.347212","6.782230e+01"
"case","    0.000000","4.529850e+00"
"control","    0.000000","1.170266e+02"
"case","    3.847082","9.744813e+01"
"control","    0.000000","6.548715e+01"
"case","0.000000e+00","1.154940e+02"
"case","0.000000e+00","1.162390e+02"
"control","    1.09708","1.007133e+02"
"case","    0.000000","9.198777e+01"
"control","    9.405865","1.523487e+02"
"case","    0.000000","1.680666e+02"
"case","9.230309e-01","1.230853e+02"
"control","2.645818e+01","1.323438e+01"
"control","1.897874e+00","1.249185e+02"
"case","    6.587451","1.105453e+02"
"control","    4.031072","1.061631e+02"
"case","    0.000000","6.796090e+01"
"case","9.669471e-01","1.091501e+02"
"case","    0.000000","     59.5296"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","9.400966e+01"
"control","    1.181335","5.477728e+01"
"control","    0.000000","7.134366e+01"
"control","    0.000000","1.642625e+02"
"case","    0.000000","9.447898e+01"
"control","    0.000000","1.415052e+02"
"control","    3.140573","1.783664e+02"
"control","9.905626e-01","2.564215e+02"
"case","    0.000000","9.215215e+01"
"control","    0.000000","1.423857e+02"
"case","    1.380711","8.645814e+01"
"case","    0.000000","1.145949e+02"
"case","    0.000000","9.057452e+01"
"control","3.351250e+00","1.124294e+02"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","1.235033e+02"
"control","2.258711e+00","1.107441e+02"
"case","    1.083699","1.131510e+02"
"case","0.000000e+00","8.651366e+01"
"control","    6.591236","9.217927e+01"
"case","    0.000000","1.044310e+02"
"control","   31.620288","2.452434e+02"
"case","    0.000000","7.778845e+01"
"case","    1.106258","1.404709e+02"
"case","    1.080163","9.609484e+01"
"case","9.809206e-01","1.555441e+02"
"case","    0.000000","1.005231e+02"
