# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:19
# SEK
#----------------------------

"status","UID-142","ENST00000529828.5"
"case","4.283895e-01","2.145463e+03"
"control","    1.070963","4.891551e+03"
"case","2.069715e+01","4.433590e+03"
"control","2.122093e+00","3.236778e+03"
"case","8.794895e+00","4.116465e+03"
"control","0.000000e+00","3.726498e+03"
"case","4.326106e+01","2.988235e+03"
"control","7.581303e+00","3.938052e+03"
"case","7.542741e-01","2.182554e+03"
"case","9.104646e+00","2.630833e+03"
"case","    8.529401","1.973642e+03"
"control","    0.000000","1.998703e+03"
"case","    0.000000","3.102947e+03"
"control","    0.000000","3.015335e+03"
"case","   10.258884","2.162420e+03"
"control","    9.910450","2.307730e+03"
"case","3.635293e+00","2.065176e+03"
"case","1.665088e+01","2.219789e+03"
"control","    2.19416","2.411341e+03"
"case","    7.345359","2.197851e+03"
"control","    3.135288","2.839226e+03"
"case","    7.922413","2.396776e+03"
"case","5.538186e+00","2.303243e+03"
"control","0.000000e+00","2.064563e+03"
"control","3.795748e+00","1.814725e+03"
"case","    1.317490","1.475952e+03"
"control","    2.687381","2.067175e+03"
"case","    6.717306","1.282042e+03"
"case","1.257031e+01","2.865908e+03"
"case","    0.000000","   1428.7104"
"case","1.743626e+00","2.688014e+03"
"case","8.550097e+00","2.573695e+03"
"control","    0.000000","1.350904e+03"
"control","    1.024218","1.806458e+03"
"control","    3.854194","1.125342e+03"
"case","    0.000000","2.401709e+03"
"control","    8.163448","2.157047e+03"
"control","    4.710860","2.243220e+03"
"control","9.905626e-01","2.070256e+03"
"case","    7.642918","2.228717e+03"
"control","    5.246095","2.146227e+03"
"case","    8.284268","1.981019e+03"
"case","    3.707606","2.237245e+03"
"case","    4.971615","2.445512e+03"
"control","8.378125e-01","2.710374e+03"
"case","7.697282e-01","1.310697e+03"
"case","   18.365336","2.693120e+03"
"control","1.505807e+00","2.342032e+03"
"case","    1.083699","2.640190e+03"
"case","5.837765e+00","3.041436e+03"
"control","    6.591236","2.574316e+03"
"case","    2.111611","1.979649e+03"
"control","    0.000000","2.563908e+03"
"case","    1.262759","2.236184e+03"
"case","    5.531291","2.428721e+03"
"case","    9.721465","2.195917e+03"
"case","3.923682e+00","2.350279e+03"
"case","    1.447026","2.841653e+03"
