# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:15
# SEK
#----------------------------

"status","K-42","ENST00000467899.5"
"case","1.195207e+02","1.164957e+02"
"control","    7.496739","1.067122e+02"
"case","5.174287e+00","1.139333e+02"
"control","4.951549e+00","1.985127e+02"
"case","4.797215e+00","7.644734e+01"
"control","0.000000e+00","1.681908e+02"
"case","8.162464e-01","7.114846e+00"
"control","6.823173e+00","1.593469e+02"
"case","7.542741e-01","2.743973e+02"
"case","6.503319e-01","2.758434e+02"
"case","    0.000000","3.094024e+02"
"control","    1.347212","2.743720e+02"
"case","    0.000000","4.076865e+01"
"control","    0.000000","1.869386e+02"
"case","    3.847082","2.617178e+02"
"control","    0.000000","2.315109e+02"
"case","0.000000e+00","2.324316e+02"
"case","0.000000e+00","2.347277e+02"
"control","    1.09708","2.658171e+02"
"case","    0.000000","2.644648e+02"
"control","    9.405865","2.039010e+02"
"case","    0.000000","2.329184e+02"
"case","9.230309e-01","2.653335e+02"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","2.195537e+02"
"case","    6.587451","3.039995e+02"
"control","    4.031072","3.355153e+02"
"case","    0.000000","2.637804e+02"
"case","9.669471e-01","2.470239e+02"
"case","    0.000000","    331.3440"
"case","3.182118e+02","9.588635e+00"
"case","1.900022e+00","1.684942e+02"
"control","    1.181335","3.230248e+02"
"control","    0.000000","1.445166e+02"
"control","    0.000000","2.867389e+02"
"case","    0.000000","2.083835e+02"
"control","    0.000000","2.530766e+02"
"control","    3.140573","2.035475e+02"
"control","9.905626e-01","3.160545e+02"
"case","    0.000000","2.056358e+02"
"control","    0.000000","2.572435e+02"
"case","    1.380711","2.293020e+02"
"case","    0.000000","1.948113e+02"
"case","    0.000000","2.085497e+02"
"control","3.351250e+00","2.191420e+02"
"case","7.697282e-01","1.472694e+01"
"case","    9.722825","2.702102e+02"
"control","2.258711e+00","2.677780e+02"
"case","    1.083699","1.779258e+02"
"case","0.000000e+00","1.858442e+02"
"control","    6.591236","2.857557e+02"
"case","    0.000000","3.359955e+02"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.305537e+02"
"case","    1.106258","2.822989e+02"
"case","    1.080163","2.192164e+02"
"case","9.809206e-01","2.366652e+02"
"case","    0.000000","2.340538e+02"
