# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","UID-142","ENST00000433400.6"
"case","4.283895e-01","0.000000e+00"
"control","    1.070963","8.605825e-01"
"case","2.069715e+01","7.545253e+00"
"control","2.122093e+00","0.000000e+00"
"case","8.794895e+00","6.295664e+00"
"control","0.000000e+00","2.324092e+01"
"case","4.326106e+01","2.561345e+03"
"control","7.581303e+00","1.285055e+00"
"case","7.542741e-01","1.993200e+00"
"case","9.104646e+00","2.501981e+00"
"case","    8.529401","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","4.529850e+00"
"control","    0.000000","7.599131e-01"
"case","   10.258884","9.280774e-01"
"control","    9.910450","4.611771e+00"
"case","3.635293e+00","0.000000e+00"
"case","1.665088e+01","0.000000e+00"
"control","    2.19416","0.000000e+00"
"case","    7.345359","0.000000e+00"
"control","    3.135288","0.000000e+00"
"case","    7.922413","0.000000e+00"
"case","5.538186e+00","7.370376e-01"
"control","0.000000e+00","4.579094e+03"
"control","3.795748e+00","7.570818e-01"
"case","    1.317490","1.727270e+00"
"control","    2.687381","2.003077e+00"
"case","    6.717306","1.151880e+00"
"case","1.257031e+01","2.154278e+00"
"case","    0.000000","      1.1232"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","7.231512e-01"
"control","    0.000000","3.222193e+00"
"control","    1.024218","0.000000e+00"
"control","    3.854194","0.000000e+00"
"case","    0.000000","8.829811e-01"
"control","    8.163448","0.000000e+00"
"control","    4.710860","0.000000e+00"
"control","9.905626e-01","0.000000e+00"
"case","    7.642918","1.706521e+00"
"control","    5.246095","0.000000e+00"
"case","    8.284268","9.397624e-01"
"case","    3.707606","0.000000e+00"
"case","    4.971615","7.611304e-01"
"control","8.378125e-01","2.540777e+00"
"case","7.697282e-01","4.418081e+01"
"case","   18.365336","0.000000e+00"
"control","1.505807e+00","5.859475e-01"
"case","    1.083699","0.000000e+00"
"case","5.837765e+00","1.281684e+00"
"control","    6.591236","0.000000e+00"
"case","    2.111611","0.000000e+00"
"control","    0.000000","1.181627e+03"
"case","    1.262759","9.372102e-01"
"case","    5.531291","4.071619e+00"
"case","    9.721465","0.000000e+00"
"case","3.923682e+00","0.000000e+00"
"case","    1.447026","0.000000e+00"
