# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:22
# SEK
#----------------------------

"status","K-42","ENST00000485265.2"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","3.184155e+01"
"case","5.174287e+00","3.772626e+01"
"control","4.951549e+00","5.035799e+01"
"case","4.797215e+00","6.295664e+01"
"control","0.000000e+00","6.116031e+01"
"case","8.162464e-01","4.268908e+01"
"control","6.823173e+00","6.296771e+01"
"case","7.542741e-01","8.172122e+01"
"case","6.503319e-01","7.505942e+01"
"case","    0.000000","1.268358e+02"
"control","    1.347212","1.192028e+02"
"case","    0.000000","0.000000e+00"
"control","    0.000000","8.814992e+01"
"case","    3.847082","7.331812e+01"
"control","    0.000000","7.655540e+01"
"case","0.000000e+00","8.445496e+01"
"case","0.000000e+00","6.374395e+01"
"control","    1.09708","8.090085e+01"
"case","    0.000000","7.474006e+01"
"control","    9.405865","7.771323e+01"
"case","    0.000000","9.316736e+01"
"case","9.230309e-01","7.812599e+01"
"control","2.645818e+01","2.646875e+01"
"control","1.897874e+00","7.949359e+01"
"case","    6.587451","4.749992e+01"
"control","    4.031072","6.509999e+01"
"case","    0.000000","4.261955e+01"
"case","9.669471e-01","5.170267e+01"
"case","    0.000000","     38.1888"
"case","3.182118e+02","2.237348e+01"
"case","1.900022e+00","6.363731e+01"
"control","    1.181335","2.899974e+01"
"control","    0.000000","8.414893e+01"
"control","    0.000000","7.204494e+01"
"case","    0.000000","8.476619e+01"
"control","    0.000000","8.617304e+01"
"control","    3.140573","5.455913e+01"
"control","9.905626e-01","2.981646e+00"
"case","    0.000000","5.716846e+01"
"control","    0.000000","6.644665e+01"
"case","    1.380711","4.792788e+01"
"case","    0.000000","8.903142e+01"
"case","    0.000000","3.805652e+01"
"control","3.351250e+00","6.923618e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","6.137739e+01"
"control","2.258711e+00","7.734507e+01"
"case","    1.083699","6.395491e+01"
"case","0.000000e+00","6.408419e+01"
"control","    6.591236","6.536348e+01"
"case","    0.000000","9.535008e+01"
"control","   31.620288","3.923894e+02"
"case","    0.000000","7.966287e+01"
"case","    1.106258","4.410921e+01"
"case","    1.080163","7.282187e+01"
"case","9.809206e-01","6.623649e+01"
"case","    0.000000","7.451713e+01"
