# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:15
# SEK
#----------------------------

"status","K-42","ENST00000539014.5"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","1.807223e+01"
"case","5.174287e+00","1.810861e+01"
"control","4.951549e+00","6.276503e+01"
"case","4.797215e+00","2.878018e+01"
"control","0.000000e+00","2.629893e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","2.377352e+01"
"case","7.542741e-01","4.052841e+01"
"case","6.503319e-01","4.315916e+01"
"case","    0.000000","2.690456e+01"
"control","    1.347212","2.157982e+01"
"case","    0.000000","2.264925e+01"
"control","    0.000000","1.671809e+01"
"case","    3.847082","2.320194e+01"
"control","    0.000000","2.490356e+01"
"case","0.000000e+00","2.309879e+01"
"case","0.000000e+00","2.174794e+01"
"control","    1.09708","1.485934e+01"
"case","    0.000000","2.874618e+01"
"control","    9.405865","1.077213e+01"
"case","    0.000000","3.288260e+01"
"case","9.230309e-01","3.095558e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","1.059914e+01"
"case","    6.587451","3.368176e+01"
"control","    4.031072","2.804307e+01"
"case","    0.000000","2.188571e+01"
"case","9.669471e-01","1.651613e+01"
"case","    0.000000","     26.9568"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","2.458714e+01"
"control","    1.181335","1.772206e+01"
"control","    0.000000","1.554926e+01"
"control","    0.000000","1.440899e+00"
"case","    0.000000","1.501068e+01"
"control","    0.000000","3.628338e+01"
"control","    3.140573","1.049214e+01"
"control","9.905626e-01","2.285928e+01"
"case","    0.000000","1.962499e+01"
"control","    0.000000","2.942637e+01"
"case","    1.380711","2.631335e+01"
"case","    0.000000","1.674848e+01"
"case","    0.000000","1.370035e+01"
"control","3.351250e+00","2.223180e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","1.946112e+01"
"control","2.258711e+00","2.988332e+01"
"case","    1.083699","1.065915e+01"
"case","0.000000e+00","2.371115e+01"
"control","    6.591236","1.424589e+01"
"case","    0.000000","2.996717e+01"
"control","   31.620288","4.458970e+00"
"case","    0.000000","2.530468e+01"
"case","    1.106258","2.850133e+01"
"case","    1.080163","1.351334e+01"
"case","9.809206e-01","8.186532e+00"
"case","    0.000000","1.150264e+01"
