# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","2593","ENST00000566587.5"
"case","0.000000e+00","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","9.195734e+00","0.000000e+00"
"case","7.995359e-01","1.798761e+00"
"control","0.000000e+00","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","3.032521e+00","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"case","1.300664e+00","0.000000e+00"
"case","    0.000000","9.608772e-01"
"control","    0.000000","2.055221e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","7.599131e-01"
"case","    0.000000","1.856155e+00"
"control","    0.000000","0.000000e+00"
"case","0.000000e+00","1.443675e+00"
"case","9.250488e-01","2.249786e+00"
"control","    0.00000","0.000000e+00"
"case","    0.000000","8.213193e-01"
"control","    1.045096","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","0.000000e+00","7.370376e-01"
"control","1.049204e+01","0.000000e+00"
"control","0.000000e+00","2.271245e+00"
"case","    0.000000","0.000000e+00"
"control","    1.343691","0.000000e+00"
"case","    0.000000","2.303759e+00"
"case","9.669471e-01","2.872370e+00"
"case","    6.718677","      4.4928"
"case","0.000000e+00","0.000000e+00"
"case","0.000000e+00","7.231512e-01"
"control","    0.000000","8.055482e-01"
"control","    0.000000","0.000000e+00"
"control","    0.000000","2.881798e+00"
"case","    0.000000","8.829811e-01"
"control","    2.040862","9.070846e-01"
"control","    0.000000","0.000000e+00"
"control","0.000000e+00","4.969410e+00"
"case","    0.000000","1.706521e+00"
"control","    0.000000","9.492379e-01"
"case","    0.000000","0.000000e+00"
"case","    0.000000","8.814992e-01"
"case","    0.000000","0.000000e+00"
"control","5.026875e+00","6.351943e-01"
"case","7.697282e-01","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","2.258711e+00","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"control","    0.000000","8.379933e-01"
"case","    0.000000","0.000000e+00"
"control","    2.040019","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","6.786032e-01"
"case","    0.000000","7.507410e-01"
"case","0.000000e+00","1.488460e+00"
"case","    0.000000","1.000230e+00"
