# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:20
# SEK
#----------------------------

"status","4017","ENST00000638786.1"
"case","1.370846e+01","5.824785e+01"
"control","   13.922515","2.409631e+02"
"case","8.623812e+00","2.474843e+02"
"control","1.556201e+01","3.773200e+02"
"case","1.918886e+01","2.967956e+02"
"control","0.000000e+00","4.238409e+02"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","4.298510e+02"
"case","1.508548e+00","2.823701e+02"
"case","0.000000e+00","2.795963e+02"
"case","    0.000000","1.739188e+02"
"control","    0.000000","1.716110e+02"
"case","   21.602348","4.982835e+01"
"control","    3.131746","1.421038e+02"
"case","    0.000000","1.921120e+02"
"control","   11.326228","1.743249e+02"
"case","2.726470e+00","1.313744e+02"
"case","9.250488e-01","1.462361e+02"
"control","    0.00000","1.783121e+02"
"case","    0.000000","2.217562e+02"
"control","   13.586250","1.854345e+02"
"case","    0.000000","1.863347e+02"
"case","0.000000e+00","2.321669e+02"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","1.052344e+02"
"case","    0.000000","1.286816e+02"
"control","   10.749525","1.432200e+02"
"case","    1.679327","7.141654e+01"
"case","4.834736e+00","2.161459e+02"
"case","    0.000000","    101.0880"
"case","0.000000e+00","2.556969e+01"
"case","1.900022e+00","1.200431e+02"
"control","    1.181335","7.572153e+01"
"control","    0.000000","1.472606e+02"
"control","    1.927097","7.060404e+01"
"case","    0.000000","1.562877e+02"
"control","    1.020431","1.578327e+02"
"control","    0.000000","1.643769e+02"
"control","1.981125e+00","1.411312e+02"
"case","    1.091845","1.544402e+02"
"control","    0.000000","1.670659e+02"
"case","    0.000000","1.794946e+02"
"case","    0.000000","9.960941e+01"
"case","    8.700326","1.400480e+02"
"control","6.702500e+00","6.415463e+01"
"case","2.771022e+01","1.325424e+02"
"case","    3.240942","1.197608e+02"
"control","7.529037e-01","1.646513e+02"
"case","    0.000000","1.205304e+02"
"case","3.335866e+00","1.582880e+02"
"control","    9.227730","1.391069e+02"
"case","    0.000000","1.552844e+02"
"control","    7.140065","2.675382e+01"
"case","    0.000000","1.077792e+02"
"case","    0.000000","1.886517e+02"
"case","    1.080163","1.208693e+02"
"case","4.904603e+00","1.458691e+02"
"case","    3.617565","1.305300e+02"
