# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:17
# SEK
#----------------------------

"status","K-42","ENST00000526567.5"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","2.667806e+01"
"case","5.174287e+00","1.886313e+01"
"control","4.951549e+00","3.211234e+01"
"case","4.797215e+00","2.248451e+01"
"control","0.000000e+00","2.079450e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","2.634364e+01"
"case","7.542741e-01","3.056241e+01"
"case","6.503319e-01","3.752971e+01"
"case","    0.000000","7.110491e+01"
"control","    1.347212","4.213204e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","3.343618e+01"
"case","    3.847082","5.846888e+01"
"control","    0.000000","5.349654e+01"
"case","0.000000e+00","4.547575e+01"
"case","0.000000e+00","3.974623e+01"
"control","    1.09708","5.035665e+01"
"case","    0.000000","6.159895e+01"
"control","    9.405865","3.077752e+01"
"case","    0.000000","7.033222e+01"
"case","9.230309e-01","6.264820e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","4.769615e+01"
"case","    6.587451","5.872717e+01"
"control","    4.031072","5.007691e+01"
"case","    0.000000","4.492330e+01"
"case","9.669471e-01","4.236746e+01"
"case","    0.000000","     40.4352"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","4.338907e+01"
"control","    1.181335","5.477728e+01"
"control","    0.000000","6.402636e+01"
"control","    0.000000","4.034517e+01"
"case","    0.000000","5.032992e+01"
"control","    0.000000","4.807548e+01"
"control","    3.140573","3.707223e+01"
"control","9.905626e-01","2.981646e+01"
"case","    0.000000","5.546194e+01"
"control","    0.000000","6.644665e+01"
"case","    1.380711","3.947002e+01"
"case","    0.000000","6.611244e+01"
"case","    0.000000","3.044522e+01"
"control","3.351250e+00","2.413738e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","3.293421e+01"
"control","2.258711e+00","4.453201e+01"
"case","    1.083699","2.213824e+01"
"case","0.000000e+00","3.460546e+01"
"control","    6.591236","3.854769e+01"
"case","    0.000000","5.448576e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.811631e+01"
"case","    1.106258","4.614502e+01"
"case","    1.080163","3.378334e+01"
"case","9.809206e-01","3.274613e+01"
"case","    0.000000","3.000690e+01"
