# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:17
# SEK
#----------------------------

"status","3184","ENST00000518630.5"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","1.721165e+00"
"case","1.121096e+01","2.263576e+00"
"control","2.122093e+00","1.313687e+01"
"case","1.599072e+00","8.993805e-01"
"control","0.000000e+00","6.116031e-01"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","3.212638e+00"
"case","7.542741e-01","3.720641e+01"
"case","1.300664e+00","3.565322e+01"
"case","    0.000000","2.210017e+01"
"control","    0.000000","1.233133e+01"
"case","   94.368152","4.529850e+00"
"control","    0.000000","1.747800e+01"
"case","    3.847082","3.248271e+01"
"control","    1.415779","2.674827e+01"
"case","1.817646e+00","1.732409e+01"
"case","1.110059e+01","2.399772e+01"
"control","    0.00000","1.651038e+01"
"case","    2.098674","2.299694e+01"
"control","    0.000000","2.077482e+01"
"case","    0.000000","1.826811e+01"
"case","1.846062e+00","2.579632e+01"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","2.119829e+01"
"case","    0.000000","2.677268e+01"
"control","    2.687381","3.004615e+01"
"case","    6.717306","2.188571e+01"
"case","0.000000e+00","2.082469e+01"
"case","    3.359339","     28.0800"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","1.518618e+01"
"control","    0.000000","2.577754e+01"
"control","    0.000000","1.829325e+00"
"control","    0.000000","1.873169e+01"
"case","    2.349239","2.119155e+01"
"control","    4.081724","3.809755e+01"
"control","    0.000000","1.888585e+01"
"control","6.636769e+01","6.957174e+00"
"case","    2.183691","2.047826e+01"
"control","    2.623048","1.423857e+01"
"case","    1.380711","3.383145e+01"
"case","    0.000000","1.057799e+01"
"case","    0.000000","1.370035e+01"
"control","0.000000e+00","2.604297e+01"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","2.619767e+01"
"control","0.000000e+00","2.109411e+01"
"case","    0.000000","1.229902e+01"
"case","8.339664e-01","1.666189e+01"
"control","    0.000000","2.094983e+01"
"case","    8.446444","3.359955e+01"
"control","    1.020009","8.917940e+00"
"case","    0.000000","2.999073e+01"
"case","    0.000000","2.578692e+01"
"case","    0.000000","1.951927e+01"
"case","9.809206e-01","1.339614e+01"
"case","    2.170539","2.050471e+01"
