# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:17
# SEK
#----------------------------

"status","3184","ENST00000645210.1"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","8.605825e-01"
"case","1.121096e+01","1.509051e+00"
"control","2.122093e+00","7.298260e-01"
"case","1.599072e+00","3.597522e+00"
"control","0.000000e+00","6.116031e-01"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","7.542741e-01","3.322001e+00"
"case","1.300664e+00","1.876485e+00"
"case","    0.000000","2.882631e+00"
"control","    0.000000","8.220885e+00"
"case","   94.368152","0.000000e+00"
"control","    0.000000","1.519826e+00"
"case","    3.847082","4.640387e+00"
"control","    1.415779","3.689417e+00"
"case","1.817646e+00","4.331024e+00"
"case","1.110059e+01","2.999715e+00"
"control","    0.00000","4.953113e+00"
"case","    2.098674","4.106597e+00"
"control","    0.000000","5.386065e+00"
"case","    0.000000","4.567027e+00"
"case","1.846062e+00","3.685188e+00"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","1.059914e+01"
"case","    0.000000","6.909079e+00"
"control","    2.687381","9.013845e+00"
"case","    6.717306","1.036692e+01"
"case","0.000000e+00","8.617111e+00"
"case","    3.359339","      5.6160"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","2.892605e+00"
"control","    0.000000","1.288877e+01"
"control","    0.000000","1.829325e+00"
"control","    0.000000","2.881798e+00"
"case","    2.349239","3.531924e+00"
"control","    4.081724","2.721254e+00"
"control","    0.000000","6.295284e+00"
"control","6.636769e+01","0.000000e+00"
"case","    2.183691","5.119564e+00"
"control","    2.623048","6.644665e+00"
"case","    1.380711","3.759050e+00"
"case","    0.000000","7.933493e+00"
"case","    0.000000","6.850173e+00"
"control","0.000000e+00","5.081555e+00"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","1.497009e+00"
"control","0.000000e+00","5.273528e+00"
"case","    0.000000","4.099674e+00"
"case","8.339664e-01","3.204210e+00"
"control","    0.000000","1.675987e+00"
"case","    8.446444","3.632384e+00"
"control","    1.020009","0.000000e+00"
"case","    0.000000","5.623261e+00"
"case","    0.000000","7.464635e+00"
"case","    0.000000","5.255187e+00"
"case","9.809206e-01","3.721151e+00"
"case","    2.170539","2.500575e+00"
