# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:15
# SEK
#----------------------------

"status","1806","ENST00000485265.2"
"case","0.000000e+00","0.000000e+00"
"control","    0.000000","3.184155e+01"
"case","2.587144e+00","3.772626e+01"
"control","0.000000e+00","5.035799e+01"
"case","0.000000e+00","6.295664e+01"
"control","0.000000e+00","6.116031e+01"
"case","0.000000e+00","4.268908e+01"
"control","0.000000e+00","6.296771e+01"
"case","7.542741e-01","8.172122e+01"
"case","1.300664e+00","7.505942e+01"
"case","    8.529401","1.268358e+02"
"control","    1.347212","1.192028e+02"
"case","    0.000000","0.000000e+00"
"control","    0.000000","8.814992e+01"
"case","    2.564721","7.331812e+01"
"control","    1.415779","7.655540e+01"
"case","0.000000e+00","8.445496e+01"
"case","9.250488e-01","6.374395e+01"
"control","    0.00000","8.090085e+01"
"case","    2.098674","7.474006e+01"
"control","    0.000000","7.771323e+01"
"case","    0.000000","9.316736e+01"
"case","1.846062e+00","7.812599e+01"
"control","0.000000e+00","2.646875e+01"
"control","9.489369e-01","7.949359e+01"
"case","    0.000000","4.749992e+01"
"control","    0.000000","6.509999e+01"
"case","    1.679327","4.261955e+01"
"case","0.000000e+00","5.170267e+01"
"case","    0.000000","     38.1888"
"case","0.000000e+00","2.237348e+01"
"case","0.000000e+00","6.363731e+01"
"control","    2.362669","2.899974e+01"
"control","    0.000000","8.414893e+01"
"control","    0.000000","7.204494e+01"
"case","    0.000000","8.476619e+01"
"control","    0.000000","8.617304e+01"
"control","    1.570287","5.455913e+01"
"control","0.000000e+00","2.981646e+00"
"case","    3.275536","5.716846e+01"
"control","    0.000000","6.644665e+01"
"case","    1.380711","4.792788e+01"
"case","    0.000000","8.903142e+01"
"case","    1.242904","3.805652e+01"
"control","0.000000e+00","6.923618e+01"
"case","0.000000e+00","0.000000e+00"
"case","    1.080314","6.137739e+01"
"control","0.000000e+00","7.734507e+01"
"case","    1.083699","6.395491e+01"
"case","1.667933e+00","6.408419e+01"
"control","    0.000000","6.536348e+01"
"case","    1.055806","9.535008e+01"
"control","    0.000000","3.923894e+02"
"case","    0.000000","7.966287e+01"
"case","    0.000000","4.410921e+01"
"case","    1.080163","7.282187e+01"
"case","9.809206e-01","6.623649e+01"
"case","    0.723513","7.451713e+01"
