# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:18
# SEK
#----------------------------

"status","3184","ENST00000452135.6"
"case","1.713558e+01","4.853988e+00"
"control","    3.212888","1.118757e+02"
"case","1.121096e+01","1.101607e+02"
"control","2.122093e+00","7.955103e+01"
"case","1.599072e+00","1.474984e+02"
"control","0.000000e+00","1.168162e+02"
"case","2.856862e+00","2.134454e+01"
"control","0.000000e+00","1.432837e+02"
"case","7.542741e-01","1.182632e+02"
"case","1.300664e+00","1.319795e+02"
"case","    0.000000","9.993122e+01"
"control","    0.000000","7.912602e+01"
"case","   94.368152","0.000000e+00"
"control","    0.000000","7.979088e+01"
"case","    3.847082","1.039447e+02"
"control","    1.415779","7.378834e+01"
"case","1.817646e+00","7.434924e+01"
"case","1.110059e+01","9.899060e+01"
"control","    0.00000","7.594773e+01"
"case","    2.098674","9.198777e+01"
"control","    0.000000","7.386604e+01"
"case","    0.000000","1.050416e+02"
"case","1.846062e+00","1.053964e+02"
"control","0.000000e+00","1.270500e+03"
"control","4.744685e+00","9.387814e+01"
"case","    0.000000","7.513623e+01"
"control","    2.687381","7.311230e+01"
"case","    6.717306","5.529022e+01"
"case","0.000000e+00","6.175596e+01"
"case","    3.359339","     86.4864"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","6.942252e+01"
"control","    0.000000","8.458256e+01"
"control","    0.000000","6.951434e+01"
"control","    0.000000","7.204494e+01"
"case","    2.349239","7.328743e+01"
"control","    4.081724","9.615097e+01"
"control","    0.000000","8.883345e+01"
"control","6.636769e+01","2.325684e+02"
"case","    2.183691","8.617932e+01"
"control","    2.623048","9.872074e+01"
"case","    1.380711","8.927743e+01"
"case","    0.000000","5.994195e+01"
"case","    0.000000","9.438017e+01"
"control","0.000000e+00","7.812890e+01"
"case","1.955110e+02","2.503579e+02"
"case","    0.000000","8.383253e+01"
"control","0.000000e+00","1.054706e+02"
"case","    0.000000","8.855296e+01"
"case","8.339664e-01","7.433766e+01"
"control","    0.000000","6.536348e+01"
"case","    8.446444","1.098796e+02"
"control","    1.020009","1.337691e+01"
"case","    0.000000","1.021559e+02"
"case","    0.000000","1.051835e+02"
"case","    0.000000","8.633521e+01"
"case","9.809206e-01","9.154031e+01"
"case","    2.170539","6.701541e+01"
