# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:13
# SEK
#----------------------------

"status","4017","ENST00000406620.5"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","2.048186e+02"
"case","8.623812e+00","1.629775e+02"
"control","1.556201e+01","2.233267e+02"
"case","1.918886e+01","2.329396e+02"
"control","0.000000e+00","1.626864e+02"
"case","1.661061e+02","2.134454e+01"
"control","9.097564e+00","1.927583e+02"
"case","1.508548e+00","2.312112e+02"
"case","0.000000e+00","2.051624e+02"
"case","    0.000000","3.074807e+02"
"control","    0.000000","2.548474e+02"
"case","   21.602348","2.264925e+01"
"control","    3.131746","3.784367e+02"
"case","    0.000000","3.703029e+02"
"control","   11.326228","4.482641e+02"
"case","2.726470e+00","2.771855e+02"
"case","9.250488e-01","2.459767e+02"
"control","    0.00000","2.278432e+02"
"case","    0.000000","2.143643e+02"
"control","   13.586250","2.169815e+02"
"case","    0.000000","2.164771e+02"
"case","0.000000e+00","2.380632e+02"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","1.847280e+02"
"case","    0.000000","2.547723e+02"
"control","   10.749525","1.502307e+02"
"case","    1.679327","2.372872e+02"
"case","4.834736e+00","1.730603e+02"
"case","    0.000000","    216.7776"
"case","0.000000e+00","6.392423e+00"
"case","1.900022e+00","1.381219e+02"
"control","    1.181335","2.303868e+02"
"control","    0.000000","6.402636e+01"
"control","    1.927097","7.780854e+01"
"case","    0.000000","1.545217e+02"
"control","    1.020431","2.013728e+02"
"control","    0.000000","2.413192e+02"
"control","1.981125e+00","2.693420e+02"
"case","    1.091845","2.653641e+02"
"control","    0.000000","2.572435e+02"
"case","    0.000000","2.847480e+02"
"case","    0.000000","1.842333e+02"
"case","    8.700326","3.295695e+02"
"control","6.702500e+00","2.801207e+02"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","2.395215e+02"
"control","7.529037e-01","2.748094e+02"
"case","    0.000000","2.131830e+02"
"case","3.335866e+00","2.146820e+02"
"control","    9.227730","2.765378e+02"
"case","    0.000000","2.606236e+02"
"control","    7.140065","8.917940e+00"
"case","    0.000000","2.483607e+02"
"case","    0.000000","2.945138e+02"
"case","    1.080163","2.860323e+02"
"case","4.904603e+00","2.649459e+02"
"case","    3.617565","2.355541e+02"
