# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:16
# SEK
#----------------------------

"status","4017","ENST00000523322.5"
"case","1.370846e+01","9.707976e+00"
"control","   13.922515","0.000000e+00"
"case","8.623812e+00","7.545253e-01"
"control","1.556201e+01","5.108782e+00"
"case","1.918886e+01","2.698142e+00"
"control","0.000000e+00","4.281222e+00"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","1.927583e+00"
"case","1.508548e+00","5.315201e+00"
"case","0.000000e+00","6.880446e+00"
"case","    0.000000","3.843509e+00"
"control","    0.000000","5.138053e+00"
"case","   21.602348","0.000000e+00"
"control","    3.131746","3.039652e+00"
"case","    0.000000","9.280774e+00"
"control","   11.326228","1.844708e+00"
"case","2.726470e+00","6.496535e+00"
"case","9.250488e-01","5.999431e+00"
"control","    0.00000","7.429670e+00"
"case","    0.000000","1.149847e+01"
"control","   13.586250","7.694379e+00"
"case","    0.000000","6.393838e+00"
"case","0.000000e+00","8.107414e+00"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","5.299572e+00"
"case","    0.000000","4.318174e+00"
"control","   10.749525","5.007691e+00"
"case","    1.679327","8.063157e+00"
"case","4.834736e+00","4.308556e+00"
"case","    0.000000","      4.4928"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","5.062059e+00"
"control","    1.181335","6.444386e+00"
"control","    0.000000","9.146623e-01"
"control","    1.927097","1.296809e+01"
"case","    0.000000","5.297887e+00"
"control","    1.020431","9.977931e+00"
"control","    0.000000","2.797904e+00"
"control","1.981125e+00","2.981646e+00"
"case","    1.091845","6.826085e+00"
"control","    0.000000","7.593903e+00"
"case","    0.000000","3.759050e+00"
"case","    0.000000","8.814992e+00"
"case","    8.700326","4.566782e+00"
"control","6.702500e+00","9.527915e+00"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","8.233552e+00"
"control","7.529037e-01","6.445423e+00"
"case","    0.000000","5.739543e+00"
"case","3.335866e+00","3.845051e+00"
"control","    9.227730","6.703947e+00"
"case","    0.000000","8.172864e+00"
"control","    7.140065","0.000000e+00"
"case","    0.000000","6.560471e+00"
"case","    0.000000","4.750222e+00"
"case","    1.080163","9.008892e+00"
"case","4.904603e+00","5.953842e+00"
"case","    3.617565","3.500805e+00"
