# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:27
# SEK
#----------------------------

"status","K-42","ENST00000504294.5"
"case","1.195207e+02","4.853988e+00"
"control","    7.496739","4.302913e+00"
"case","5.174287e+00","2.263576e+00"
"control","4.951549e+00","4.378956e+00"
"case","4.797215e+00","2.698142e+00"
"control","0.000000e+00","0.000000e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","6.425277e-01"
"case","7.542741e-01","1.262360e+01"
"case","6.503319e-01","5.629456e+00"
"case","    0.000000","7.975280e+01"
"control","    1.347212","5.960142e+01"
"case","    0.000000","8.153731e+01"
"control","    0.000000","8.814992e+01"
"case","    3.847082","6.032503e+01"
"control","    0.000000","7.009892e+01"
"case","0.000000e+00","1.017791e+02"
"case","0.000000e+00","8.174224e+01"
"control","    1.09708","6.191391e+01"
"case","    0.000000","6.077763e+01"
"control","    9.405865","5.463009e+01"
"case","    0.000000","6.211157e+01"
"case","9.230309e-01","5.896301e+01"
"control","2.645818e+01","7.940626e+01"
"control","1.897874e+00","1.218902e+02"
"case","    6.587451","1.096816e+02"
"control","    4.031072","9.614768e+01"
"case","    0.000000","1.370737e+02"
"case","9.669471e-01","8.976157e+01"
"case","    0.000000","    116.8128"
"case","3.182118e+02","6.392423e+00"
"case","1.900022e+00","9.690226e+01"
"control","    1.181335","1.216378e+02"
"control","    0.000000","8.414893e+01"
"control","    0.000000","1.123901e+02"
"case","    0.000000","9.977687e+01"
"control","    0.000000","8.254470e+01"
"control","    3.140573","7.764184e+01"
"control","9.905626e-01","4.174304e+01"
"case","    0.000000","9.983149e+01"
"control","    0.000000","7.593903e+01"
"case","    1.380711","6.954242e+01"
"case","    0.000000","1.004909e+02"
"case","    0.000000","4.490669e+01"
"control","3.351250e+00","7.304735e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","5.239533e+01"
"control","2.258711e+00","4.570391e+01"
"case","    1.083699","6.149511e+01"
"case","0.000000e+00","4.485893e+01"
"control","    6.591236","4.106167e+01"
"case","    0.000000","4.631290e+01"
"control","   31.620288","5.350764e+01"
"case","    0.000000","1.124652e+02"
"case","    1.106258","5.225244e+01"
"case","    1.080163","6.005928e+01"
"case","9.809206e-01","4.986342e+01"
"case","    0.000000","5.701311e+01"
