# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:15
# SEK
#----------------------------

"status","K-42","ENST00000453024.6"
"case","1.195207e+02","1.019337e+02"
"control","    7.496739","2.048186e+02"
"case","5.174287e+00","2.316393e+02"
"control","4.951549e+00","2.685760e+02"
"case","4.797215e+00","2.176501e+02"
"control","0.000000e+00","2.030522e+02"
"case","8.162464e-01","6.830252e+02"
"control","6.823173e+00","2.666490e+02"
"case","7.542741e-01","3.441593e+02"
"case","6.503319e-01","4.096993e+02"
"case","    0.000000","5.063823e+02"
"control","    1.347212","5.713515e+02"
"case","    0.000000","7.202462e+02"
"control","    0.000000","3.769169e+02"
"case","    3.847082","5.484938e+02"
"control","    0.000000","4.897701e+02"
"case","0.000000e+00","4.266058e+02"
"case","0.000000e+00","4.192102e+02"
"control","    1.09708","4.045042e+02"
"case","    0.000000","4.065531e+02"
"control","    9.405865","4.401185e+02"
"case","    0.000000","4.914122e+02"
"case","9.230309e-01","4.407485e+02"
"control","2.645818e+01","7.940626e+01"
"control","1.897874e+00","4.890748e+02"
"case","    6.587451","4.870901e+02"
"control","    4.031072","4.827415e+02"
"case","    0.000000","5.482947e+02"
"case","9.669471e-01","4.689145e+02"
"case","    0.000000","    500.9472"
"case","3.182118e+02","1.662030e+02"
"case","1.900022e+00","4.382296e+02"
"control","    1.181335","5.791892e+02"
"control","    0.000000","6.786794e+02"
"control","    0.000000","4.827011e+02"
"case","    0.000000","4.141181e+02"
"control","    0.000000","4.653344e+02"
"control","    3.140573","4.840374e+02"
"control","9.905626e-01","2.703359e+02"
"case","    0.000000","5.290216e+02"
"control","    0.000000","4.879083e+02"
"case","    1.380711","4.228931e+02"
"case","    0.000000","4.425126e+02"
"case","    0.000000","4.056825e+02"
"control","3.351250e+00","4.770309e+02"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","3.517972e+02"
"control","2.258711e+00","3.679751e+02"
"case","    1.083699","4.378452e+02"
"case","0.000000e+00","3.915544e+02"
"control","    6.591236","4.097787e+02"
"case","    0.000000","5.139824e+02"
"control","   31.620288","6.242558e+01"
"case","    0.000000","4.545469e+02"
"case","    1.106258","4.173409e+02"
"case","    1.080163","3.355812e+02"
"case","9.809206e-01","3.966747e+02"
"case","    0.000000","3.700851e+02"
