# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","K-42","ENST00000395856.3"
"case","1.195207e+02","2.475534e+02"
"control","    7.496739","5.301188e+02"
"case","5.174287e+00","6.134290e+02"
"control","4.951549e+00","4.203798e+02"
"case","4.797215e+00","5.944905e+02"
"control","0.000000e+00","4.024348e+02"
"case","8.162464e-01","1.138375e+02"
"control","6.823173e+00","3.900143e+02"
"case","7.542741e-01","3.740573e+02"
"case","6.503319e-01","3.946874e+02"
"case","    0.000000","2.248453e+02"
"control","    1.347212","3.740503e+02"
"case","    0.000000","2.717910e+01"
"control","    0.000000","3.928751e+02"
"case","    3.847082","2.709986e+02"
"control","    0.000000","3.172898e+02"
"case","0.000000e+00","3.204957e+02"
"case","0.000000e+00","4.027118e+02"
"control","    1.09708","2.476557e+02"
"case","    0.000000","2.373613e+02"
"control","    9.405865","3.547109e+02"
"case","    0.000000","3.023372e+02"
"case","9.230309e-01","3.242966e+02"
"control","2.645818e+01","3.970313e+01"
"control","1.897874e+00","4.285083e+02"
"case","    6.587451","2.089996e+02"
"control","    4.031072","3.084738e+02"
"case","    0.000000","2.603248e+02"
"case","9.669471e-01","3.410940e+02"
"case","    0.000000","    268.4448"
"case","3.182118e+02","1.051554e+03"
"case","1.900022e+00","3.427737e+02"
"control","    1.181335","2.021926e+02"
"control","    0.000000","3.969635e+02"
"control","    0.000000","3.573429e+02"
"case","    0.000000","3.408307e+02"
"control","    0.000000","3.093158e+02"
"control","    3.140573","2.574072e+02"
"control","9.905626e-01","3.309627e+02"
"case","    0.000000","3.285053e+02"
"control","    0.000000","2.097816e+02"
"case","    1.380711","2.866275e+02"
"case","    0.000000","3.675852e+02"
"case","    0.000000","3.615369e+02"
"control","3.351250e+00","4.268506e+02"
"case","7.697282e-01","4.712620e+02"
"case","    9.722825","3.136235e+02"
"control","2.258711e+00","2.994192e+02"
"case","    1.083699","4.189867e+02"
"case","0.000000e+00","4.902441e+02"
"control","    6.591236","3.142475e+02"
"case","    0.000000","3.087526e+02"
"control","   31.620288","2.068962e+03"
"case","    0.000000","3.870678e+02"
"case","    1.106258","2.822989e+02"
"case","    1.080163","4.159105e+02"
"case","9.809206e-01","4.376074e+02"
"case","    0.000000","4.205967e+02"
