# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","UID-142","ENST00000349752.9"
"case","4.283895e-01","3.397791e+01"
"control","    1.070963","7.745243e+00"
"case","2.069715e+01","1.207240e+01"
"control","2.122093e+00","2.919304e+00"
"case","8.794895e+00","2.698142e+01"
"control","0.000000e+00","7.339237e+00"
"case","4.326106e+01","6.972549e+02"
"control","7.581303e+00","1.927583e+00"
"case","7.542741e-01","1.993200e+00"
"case","9.104646e+00","1.250990e+00"
"case","    8.529401","1.921754e+00"
"control","    0.000000","3.082832e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","4.559479e+00"
"case","   10.258884","9.280774e+00"
"control","    9.910450","1.014590e+01"
"case","3.635293e+00","5.052861e+00"
"case","1.665088e+01","2.099801e+01"
"control","    2.19416","4.953113e+00"
"case","    7.345359","2.463958e+00"
"control","    3.135288","7.694379e+00"
"case","    7.922413","1.644130e+01"
"case","5.538186e+00","6.633339e+00"
"control","0.000000e+00","3.970313e+01"
"control","3.795748e+00","4.542491e+00"
"case","    1.317490","1.727270e+00"
"control","    2.687381","3.004615e+00"
"case","    6.717306","1.036692e+01"
"case","1.257031e+01","1.436185e+01"
"case","    0.000000","      4.4928"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","5.785210e+00"
"control","    0.000000","4.833289e+00"
"control","    1.024218","1.189061e+01"
"control","    3.854194","1.440899e+00"
"case","    0.000000","1.324472e+01"
"control","    8.163448","5.442508e+00"
"control","    4.710860","9.792664e+00"
"control","9.905626e-01","1.987764e+00"
"case","    7.642918","5.119564e+00"
"control","    5.246095","3.796952e+00"
"case","    8.284268","3.759050e+00"
"case","    3.707606","1.674848e+01"
"case","    4.971615","9.133565e+00"
"control","8.378125e-01","5.208593e+01"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","1.272458e+01"
"control","1.505807e+00","4.101633e+00"
"case","    1.083699","1.229902e+01"
"case","5.837765e+00","1.409852e+01"
"control","    6.591236","1.256990e+01"
"case","    2.111611","5.448576e+00"
"control","    0.000000","0.000000e+00"
"case","    1.262759","2.249304e+01"
"case","    5.531291","5.428825e+00"
"case","    9.721465","1.501482e+01"
"case","3.923682e+00","8.186532e+00"
"case","    1.447026","1.200276e+01"
