# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:25
# SEK
#----------------------------

"status","3184","ENST00000436743.5"
"case","1.713558e+01","2.329914e+02"
"control","    3.212888","4.277095e+02"
"case","1.121096e+01","3.448180e+02"
"control","2.122093e+00","2.802532e+02"
"case","1.599072e+00","3.390665e+02"
"control","0.000000e+00","2.715518e+02"
"case","2.856862e+00","1.017423e+03"
"control","0.000000e+00","2.608662e+02"
"case","7.542741e-01","2.152656e+02"
"case","1.300664e+00","2.570785e+02"
"case","    0.000000","8.916940e+02"
"control","    0.000000","1.822981e+03"
"case","   94.368152","1.268358e+02"
"control","    0.000000","2.194629e+03"
"case","    3.847082","8.092835e+02"
"control","    1.415779","5.607914e+02"
"case","1.817646e+00","7.052350e+02"
"case","1.110059e+01","9.936557e+02"
"control","    0.00000","7.198524e+02"
"case","    2.098674","5.864220e+02"
"control","    0.000000","5.578425e+02"
"case","    0.000000","8.914838e+02"
"case","1.846062e+00","4.053707e+02"
"control","0.000000e+00","3.440938e+02"
"control","4.744685e+00","6.836449e+02"
"case","    0.000000","6.710443e+02"
"control","    2.687381","1.575420e+03"
"case","    6.717306","6.796090e+02"
"case","0.000000e+00","8.545302e+02"
"case","    3.359339","   1492.7328"
"case","1.394901e+01","3.260136e+02"
"case","9.500108e-01","2.162945e+03"
"control","    0.000000","6.170499e+02"
"control","    0.000000","6.914847e+02"
"control","    0.000000","2.033108e+03"
"case","    2.349239","7.938000e+02"
"control","    4.081724","1.082152e+03"
"control","    0.000000","1.037323e+03"
"control","6.636769e+01","7.990811e+02"
"case","    2.183691","6.698096e+02"
"control","    2.623048","8.514664e+02"
"case","    1.380711","1.207595e+03"
"case","    0.000000","7.228293e+02"
"case","    0.000000","8.935671e+02"
"control","0.000000e+00","2.080261e+03"
"case","1.955110e+02","2.356310e+02"
"case","    0.000000","5.546420e+02"
"control","0.000000e+00","6.117292e+02"
"case","    0.000000","7.887773e+02"
"case","8.339664e-01","1.482267e+03"
"control","    0.000000","1.110341e+03"
"case","    8.446444","5.612033e+02"
"control","    1.020009","5.350764e+01"
"case","    0.000000","1.653239e+03"
"case","    0.000000","7.084617e+02"
"case","    0.000000","1.638868e+03"
"case","9.809206e-01","1.495158e+03"
"case","    2.170539","1.092751e+03"
