# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:12
# SEK
#----------------------------

"status","4017","ENST00000639953.1"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","1.901887e+02"
"case","8.623812e+00","1.222331e+02"
"control","1.556201e+01","1.897548e+02"
"case","1.918886e+01","1.852724e+02"
"control","0.000000e+00","2.366904e+02"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","2.325950e+02"
"case","1.508548e+00","2.052996e+02"
"case","0.000000e+00","2.633334e+02"
"case","    0.000000","2.805761e+02"
"control","    0.000000","1.746938e+02"
"case","   21.602348","0.000000e+00"
"control","    3.131746","1.421038e+02"
"case","    0.000000","2.394440e+02"
"control","   11.326228","1.872379e+02"
"case","2.726470e+00","1.696318e+02"
"case","9.250488e-01","1.274879e+02"
"control","    0.00000","2.385749e+02"
"case","    0.000000","2.874618e+02"
"control","   13.586250","2.092871e+02"
"case","    0.000000","1.954688e+02"
"case","0.000000e+00","2.719669e+02"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","1.211331e+02"
"case","    0.000000","2.634086e+02"
"control","   10.749525","1.602461e+02"
"case","    1.679327","1.140361e+02"
"case","4.834736e+00","2.419972e+02"
"case","    0.000000","    199.9296"
"case","0.000000e+00","3.835454e+01"
"case","1.900022e+00","1.554775e+02"
"control","    1.181335","1.723873e+02"
"control","    0.000000","1.957377e+02"
"control","    1.927097","6.051775e+01"
"case","    0.000000","1.765962e+02"
"control","    1.020431","1.868594e+02"
"control","    0.000000","1.986512e+02"
"control","1.981125e+00","6.649070e+02"
"case","    1.091845","1.467608e+02"
"control","    0.000000","1.926953e+02"
"case","    0.000000","1.804344e+02"
"case","    0.000000","1.498549e+02"
"case","    8.700326","1.849547e+02"
"control","6.702500e+00","1.225925e+02"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","1.758986e+02"
"control","7.529037e-01","2.390666e+02"
"case","    0.000000","1.451285e+02"
"case","3.335866e+00","1.730273e+02"
"control","    9.227730","2.094983e+02"
"case","    0.000000","2.724288e+02"
"control","    7.140065","1.337691e+01"
"case","    0.000000","1.462048e+02"
"case","    0.000000","2.056168e+02"
"case","    1.080163","1.478960e+02"
"case","4.904603e+00","2.009422e+02"
"case","    3.617565","1.825420e+02"
