# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:12
# SEK
#----------------------------

"status","UID-142","ENST00000370758.5"
"case","4.283895e-01","0.000000e+00"
"control","    1.070963","1.979340e+01"
"case","2.069715e+01","9.808828e+00"
"control","2.122093e+00","0.000000e+00"
"case","8.794895e+00","1.798761e+00"
"control","0.000000e+00","4.281222e+00"
"case","4.326106e+01","7.114846e+00"
"control","7.581303e+00","6.425277e-01"
"case","7.542741e-01","6.644001e-01"
"case","9.104646e+00","1.250990e+00"
"case","    8.529401","0.000000e+00"
"control","    0.000000","1.027611e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","   10.258884","0.000000e+00"
"control","    9.910450","0.000000e+00"
"case","3.635293e+00","7.218373e-01"
"case","1.665088e+01","0.000000e+00"
"control","    2.19416","0.000000e+00"
"case","    7.345359","1.642639e+00"
"control","    3.135288","1.231101e+01"
"case","    7.922413","9.134055e-01"
"case","5.538186e+00","7.370376e-01"
"control","0.000000e+00","2.818922e+03"
"control","3.795748e+00","3.028327e+00"
"case","    1.317490","4.318174e+00"
"control","    2.687381","1.001538e+00"
"case","    6.717306","0.000000e+00"
"case","1.257031e+01","5.744741e+00"
"case","    0.000000","      1.1232"
"case","1.743626e+00","0.000000e+00"
"case","8.550097e+00","0.000000e+00"
"control","    0.000000","0.000000e+00"
"control","    1.024218","0.000000e+00"
"control","    3.854194","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    8.163448","0.000000e+00"
"control","    4.710860","6.994760e+00"
"control","9.905626e-01","0.000000e+00"
"case","    7.642918","0.000000e+00"
"control","    5.246095","1.898476e+00"
"case","    8.284268","0.000000e+00"
"case","    3.707606","7.051994e+00"
"case","    4.971615","1.522261e+00"
"control","8.378125e-01","3.811166e+00"
"case","7.697282e-01","0.000000e+00"
"case","   18.365336","7.485047e-01"
"control","1.505807e+00","1.171895e+00"
"case","    1.083699","0.000000e+00"
"case","5.837765e+00","6.408419e-01"
"control","    6.591236","0.000000e+00"
"case","    2.111611","2.724288e+00"
"control","    0.000000","0.000000e+00"
"case","    1.262759","0.000000e+00"
"case","    5.531291","4.750222e+00"
"case","    9.721465","1.501482e+00"
"case","3.923682e+00","2.232691e+00"
"case","    1.447026","2.500575e+00"
