# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","K-42","ENST00000520050.1"
"case","1.195207e+02","3.397791e+02"
"control","    7.496739","2.659200e+02"
"case","5.174287e+00","2.316393e+02"
"control","4.951549e+00","9.925633e+01"
"case","4.797215e+00","1.888699e+02"
"control","0.000000e+00","9.846810e+01"
"case","8.162464e-01","4.980392e+01"
"control","6.823173e+00","1.220803e+02"
"case","7.542741e-01","1.308868e+02"
"case","6.503319e-01","1.551228e+02"
"case","    0.000000","1.671926e+02"
"control","    1.347212","2.373781e+02"
"case","    0.000000","2.264925e+01"
"control","    0.000000","3.708376e+02"
"case","    3.847082","1.800470e+02"
"control","    0.000000","1.604896e+02"
"case","0.000000e+00","3.313233e+02"
"case","0.000000e+00","3.562162e+02"
"control","    1.09708","2.105073e+02"
"case","    0.000000","1.429096e+02"
"control","    9.405865","2.585311e+02"
"case","    0.000000","2.438793e+02"
"case","9.230309e-01","1.953150e+02"
"control","2.645818e+01","5.955470e+02"
"control","1.897874e+00","4.088242e+02"
"case","    6.587451","1.597724e+02"
"control","    4.031072","2.503846e+02"
"case","    0.000000","3.363488e+02"
"case","9.669471e-01","3.324769e+02"
"case","    0.000000","    134.7840"
"case","3.182118e+02","7.926605e+02"
"case","1.900022e+00","3.579599e+02"
"control","    1.181335","2.038037e+02"
"control","    0.000000","1.673832e+02"
"control","    0.000000","2.535982e+02"
"case","    0.000000","3.364158e+02"
"control","    0.000000","2.848246e+02"
"control","    3.140573","1.972522e+02"
"control","9.905626e-01","1.451068e+02"
"case","    0.000000","3.046140e+02"
"control","    0.000000","1.499796e+02"
"case","    1.380711","2.152056e+02"
"case","    0.000000","3.464292e+02"
"case","    0.000000","2.260557e+02"
"control","3.351250e+00","4.605159e+02"
"case","7.697282e-01","1.030886e+02"
"case","    9.722825","2.926654e+02"
"control","2.258711e+00","2.027378e+02"
"case","    1.083699","3.837295e+02"
"case","0.000000e+00","3.486180e+02"
"control","    6.591236","3.033536e+02"
"case","    0.000000","2.025054e+02"
"control","   31.620288","3.567176e+02"
"case","    0.000000","4.179957e+02"
"case","    1.106258","1.540429e+02"
"case","    1.080163","2.905368e+02"
"case","9.809206e-01","3.043901e+02"
"case","    0.000000","3.010692e+02"
