# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:25
# SEK
#----------------------------

"status","K-42","ENST00000422579.1"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","5.163495e+00"
"case","5.174287e+00","7.545253e-01"
"control","4.951549e+00","1.459652e+00"
"case","4.797215e+00","1.259133e+01"
"control","0.000000e+00","4.892825e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","7.710332e+00"
"case","7.542741e-01","7.972802e+00"
"case","6.503319e-01","7.505942e+00"
"case","    0.000000","1.633491e+01"
"control","    1.347212","1.233133e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.823791e+01"
"case","    3.847082","2.227386e+01"
"control","    0.000000","1.844708e+01"
"case","0.000000e+00","2.237696e+01"
"case","0.000000e+00","1.499858e+01"
"control","    1.09708","1.073174e+01"
"case","    0.000000","2.217562e+01"
"control","    9.405865","2.154426e+01"
"case","    0.000000","2.648876e+01"
"case","9.230309e-01","2.137409e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","3.633993e+01"
"case","    6.587451","2.245451e+01"
"control","    4.031072","2.203384e+01"
"case","    0.000000","2.649323e+01"
"case","9.669471e-01","2.154278e+01"
"case","    0.000000","     33.6960"
"case","3.182118e+02","3.196212e+00"
"case","1.900022e+00","2.097139e+01"
"control","    1.181335","3.383303e+01"
"control","    0.000000","5.487974e+00"
"control","    0.000000","1.440899e+02"
"case","    0.000000","1.412770e+01"
"control","    0.000000","3.356213e+01"
"control","    3.140573","1.888585e+01"
"control","9.905626e-01","2.882258e+01"
"case","    0.000000","1.962499e+01"
"control","    0.000000","3.037561e+01"
"case","    1.380711","1.503620e+01"
"case","    0.000000","2.644498e+01"
"case","    0.000000","2.359504e+01"
"control","3.351250e+00","1.905583e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","1.646710e+01"
"control","2.258711e+00","1.933627e+01"
"case","    1.083699","1.639870e+01"
"case","0.000000e+00","9.612629e+00"
"control","    6.591236","1.089391e+01"
"case","    0.000000","2.724288e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.061862e+01"
"case","    1.106258","1.357206e+01"
"case","    1.080163","1.201186e+01"
"case","9.809206e-01","1.265191e+01"
"case","    0.000000","1.750402e+01"
