# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:17
# SEK
#----------------------------

"status","4017","ENST00000618670.4"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","1.032699e+01"
"case","8.623812e+00","1.056335e+01"
"control","1.556201e+01","8.028086e+00"
"case","1.918886e+01","3.597522e+00"
"control","0.000000e+00","1.284366e+01"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","3.855166e+00"
"case","1.508548e+00","1.528120e+01"
"case","0.000000e+00","1.438639e+01"
"case","    0.000000","4.420035e+01"
"control","    0.000000","7.193275e+01"
"case","   21.602348","4.529850e+00"
"control","    3.131746","6.383270e+01"
"case","    0.000000","5.754080e+01"
"control","   11.326228","5.072948e+01"
"case","2.726470e+00","5.052861e+01"
"case","9.250488e-01","6.299402e+01"
"control","    0.00000","3.467179e+01"
"case","    0.000000","3.121013e+01"
"control","   13.586250","3.539414e+01"
"case","    0.000000","3.927644e+01"
"case","0.000000e+00","3.685188e+01"
"control","7.116339e+01","2.646875e+01"
"control","5.693622e+00","4.239658e+01"
"case","    0.000000","3.972720e+01"
"control","   10.749525","4.707230e+01"
"case","    1.679327","7.487217e+01"
"case","4.834736e+00","3.734081e+01"
"case","    0.000000","     38.1888"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","3.471126e+01"
"control","    1.181335","5.799947e+01"
"control","    0.000000","1.125035e+02"
"control","    1.927097","5.763595e+01"
"case","    0.000000","4.503204e+01"
"control","    1.020431","3.900464e+01"
"control","    0.000000","4.406699e+01"
"control","1.981125e+00","0.000000e+00"
"case","    1.091845","5.290216e+01"
"control","    0.000000","4.271571e+01"
"case","    0.000000","3.383145e+01"
"case","    0.000000","8.991292e+01"
"case","    8.700326","4.795121e+01"
"control","6.702500e+00","5.462671e+01"
"case","2.771022e+01","1.472694e+01"
"case","    3.240942","5.239533e+01"
"control","7.529037e-01","3.339901e+01"
"case","    0.000000","5.165589e+01"
"case","3.335866e+00","4.806314e+01"
"control","    9.227730","4.608963e+01"
"case","    0.000000","5.176147e+01"
"control","    7.140065","0.000000e+00"
"case","    0.000000","6.373029e+01"
"case","    0.000000","3.053714e+01"
"case","    1.080163","4.429372e+01"
"case","4.904603e+00","4.986342e+01"
"case","    3.617565","4.250977e+01"
