# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:17
# SEK
#----------------------------

"status","K-42","ENST00000547303.5"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","2.667806e+01"
"case","5.174287e+00","1.659956e+01"
"control","4.951549e+00","1.897548e+01"
"case","4.797215e+00","2.068575e+01"
"control","0.000000e+00","2.507573e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","1.028044e+01"
"case","7.542741e-01","1.860320e+01"
"case","6.503319e-01","9.382427e+00"
"case","    0.000000","1.921754e+01"
"control","    1.347212","2.055221e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.963661e+01"
"case","    3.847082","1.113693e+01"
"control","    0.000000","2.213650e+01"
"case","0.000000e+00","1.660226e+01"
"case","0.000000e+00","1.724836e+01"
"control","    1.09708","2.063797e+01"
"case","    0.000000","1.971166e+01"
"control","    9.405865","8.463817e+00"
"case","    0.000000","1.644130e+01"
"case","9.230309e-01","2.432224e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","1.968413e+01"
"case","    6.587451","4.059084e+01"
"control","    4.031072","1.001538e+01"
"case","    0.000000","2.649323e+01"
"case","9.669471e-01","3.949509e+01"
"case","    0.000000","     37.0656"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","1.952508e+01"
"control","    1.181335","3.141638e+01"
"control","    0.000000","7.317299e+00"
"control","    0.000000","3.746337e+01"
"case","    0.000000","2.207453e+01"
"control","    0.000000","1.269918e+01"
"control","    3.140573","2.028480e+01"
"control","9.905626e-01","7.951056e+00"
"case","    0.000000","2.218478e+01"
"control","    0.000000","2.088323e+01"
"case","    1.380711","2.725311e+01"
"case","    0.000000","2.203748e+01"
"case","    0.000000","3.196748e+01"
"control","3.351250e+00","2.858374e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","1.946112e+01"
"control","2.258711e+00","2.578169e+01"
"case","    1.083699","2.787778e+01"
"case","0.000000e+00","3.140125e+01"
"control","    6.591236","2.597779e+01"
"case","    0.000000","1.362144e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","3.373957e+01"
"case","    1.106258","2.850133e+01"
"case","    1.080163","2.477445e+01"
"case","9.809206e-01","1.562883e+01"
"case","    0.000000","2.600598e+01"
