# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:09
# SEK
#----------------------------

"status","4017","ENST00000467921.6"
"case","1.370846e+01","1.116417e+02"
"control","   13.922515","1.721165e+00"
"case","8.623812e+00","3.018101e+00"
"control","1.556201e+01","6.568434e+00"
"case","1.918886e+01","7.195044e+00"
"control","0.000000e+00","6.727634e+00"
"case","1.661061e+02","1.209524e+02"
"control","9.097564e+00","7.067805e+00"
"case","1.508548e+00","7.972802e+00"
"case","0.000000e+00","8.131437e+00"
"case","    0.000000","5.765263e+00"
"control","    0.000000","7.193275e+00"
"case","   21.602348","0.000000e+00"
"control","    3.131746","3.039652e+00"
"case","    0.000000","7.424619e+00"
"control","   11.326228","4.611771e+00"
"case","2.726470e+00","5.774698e+00"
"case","9.250488e-01","7.499288e+00"
"control","    0.00000","8.255188e+00"
"case","    0.000000","1.231979e+01"
"control","   13.586250","6.155503e+00"
"case","    0.000000","6.393838e+00"
"case","0.000000e+00","1.105556e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","5.299572e+00"
"case","    0.000000","1.295452e+01"
"control","   10.749525","1.201846e+01"
"case","    1.679327","5.759398e+00"
"case","4.834736e+00","5.026648e+00"
"case","    0.000000","      7.8624"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","2.892605e+00"
"control","    1.181335","8.055482e+00"
"control","    0.000000","1.280527e+01"
"control","    1.927097","1.440899e+00"
"case","    0.000000","5.297887e+00"
"control","    1.020431","1.088502e+01"
"control","    0.000000","2.098428e+00"
"control","1.981125e+00","5.068798e+01"
"case","    1.091845","7.679346e+00"
"control","    0.000000","8.543141e+00"
"case","    0.000000","6.578337e+00"
"case","    0.000000","8.814992e+00"
"case","    8.700326","2.283391e+00"
"control","6.702500e+00","7.622332e+00"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","3.742524e+00"
"control","7.529037e-01","7.617318e+00"
"case","    0.000000","7.379413e+00"
"case","3.335866e+00","4.485893e+00"
"control","    9.227730","6.703947e+00"
"case","    0.000000","5.448576e+00"
"control","    7.140065","0.000000e+00"
"case","    0.000000","1.030931e+01"
"case","    0.000000","3.393016e+00"
"case","    1.080163","6.005928e+00"
"case","4.904603e+00","8.930762e+00"
"case","    3.617565","4.000920e+00"
