# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:26
# SEK
#----------------------------

"status","4017","ENST00000511663.5"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","0.000000e+00"
"case","8.623812e+00","0.000000e+00"
"control","1.556201e+01","0.000000e+00"
"case","1.918886e+01","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","0.000000e+00"
"case","1.508548e+00","1.328800e+00"
"case","0.000000e+00","6.254951e-01"
"case","    0.000000","1.441316e+01"
"control","    0.000000","1.233133e+01"
"case","   21.602348","0.000000e+00"
"control","    3.131746","1.139870e+01"
"case","    0.000000","8.352697e+00"
"control","   11.326228","1.014590e+01"
"case","2.726470e+00","3.609186e+00"
"case","9.250488e-01","9.749075e+00"
"control","    0.00000","6.604151e+00"
"case","    0.000000","5.749235e+00"
"control","   13.586250","1.077213e+01"
"case","    0.000000","5.480433e+00"
"case","0.000000e+00","2.948151e+00"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","1.514164e+01"
"case","    0.000000","1.986360e+01"
"control","   10.749525","1.402154e+01"
"case","    1.679327","1.151880e+01"
"case","4.834736e+00","1.005330e+01"
"case","    0.000000","     11.2320"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","6.508361e+00"
"control","    1.181335","1.208322e+01"
"control","    0.000000","3.384251e+01"
"control","    1.927097","9.221753e+01"
"case","    0.000000","9.712792e+00"
"control","    1.020431","7.256677e+00"
"control","    0.000000","1.049214e+01"
"control","1.981125e+00","0.000000e+00"
"case","    1.091845","1.109239e+01"
"control","    0.000000","8.543141e+00"
"case","    0.000000","7.518100e+00"
"case","    0.000000","7.933493e+00"
"case","    8.700326","9.894695e+00"
"control","6.702500e+00","8.892721e+00"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","4.491028e+00"
"control","7.529037e-01","7.031370e+00"
"case","    0.000000","9.839217e+00"
"case","3.335866e+00","4.485893e+00"
"control","    9.227730","5.027960e+00"
"case","    0.000000","8.172864e+00"
"control","    7.140065","0.000000e+00"
"case","    0.000000","1.312094e+01"
"case","    0.000000","4.750222e+00"
"case","    1.080163","1.201186e+01"
"case","4.904603e+00","2.976921e+00"
"case","    3.617565","5.001150e+00"
