# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:19
# SEK
#----------------------------

"status","K-42","ENST00000215832.10"
"case","1.195207e+02","2.402724e+03"
"control","    7.496739","7.783108e+03"
"case","5.174287e+00","7.187608e+03"
"control","4.951549e+00","4.797146e+03"
"case","4.797215e+00","6.218317e+03"
"control","0.000000e+00","4.442685e+03"
"case","8.162464e-01","1.686218e+03"
"control","6.823173e+00","5.226963e+03"
"case","7.542741e-01","4.327238e+03"
"case","6.503319e-01","4.296526e+03"
"case","    0.000000","2.338775e+03"
"control","    1.347212","3.792911e+03"
"case","    0.000000","1.544679e+03"
"control","    0.000000","4.793532e+03"
"case","    3.847082","3.246415e+03"
"control","    0.000000","3.802866e+03"
"case","0.000000e+00","4.315865e+03"
"case","0.000000e+00","4.866288e+03"
"control","    1.09708","4.248945e+03"
"case","    0.000000","3.130869e+03"
"control","    9.405865","4.408110e+03"
"case","    0.000000","3.765057e+03"
"case","9.230309e-01","3.703614e+03"
"control","2.645818e+01","5.161407e+02"
"control","1.897874e+00","4.936930e+03"
"case","    6.587451","3.413949e+03"
"control","    4.031072","3.926030e+03"
"case","    0.000000","3.217200e+03"
"case","9.669471e-01","4.373902e+03"
"case","    0.000000","   3260.6497"
"case","3.182118e+02","1.361586e+03"
"case","1.900022e+00","4.722177e+03"
"control","    1.181335","2.995834e+03"
"control","    0.000000","4.861430e+03"
"control","    0.000000","3.569107e+03"
"case","    0.000000","4.446693e+03"
"control","    0.000000","3.953075e+03"
"control","    3.140573","3.776471e+03"
"control","9.905626e-01","4.131567e+03"
"case","    0.000000","4.260330e+03"
"control","    0.000000","3.072683e+03"
"case","    1.380711","4.051316e+03"
"case","    0.000000","4.626989e+03"
"case","    0.000000","3.734867e+03"
"control","3.351250e+00","3.880402e+03"
"case","7.697282e-01","6.936387e+03"
"case","    9.722825","4.171417e+03"
"control","2.258711e+00","3.257868e+03"
"case","    1.083699","4.017680e+03"
"case","0.000000e+00","5.163263e+03"
"control","    6.591236","4.282146e+03"
"case","    0.000000","2.920437e+03"
"control","   31.620288","1.663196e+03"
"case","    0.000000","3.899732e+03"
"case","    1.106258","3.340763e+03"
"case","    1.080163","4.625315e+03"
"case","9.809206e-01","4.325466e+03"
"case","    0.000000","4.002920e+03"
