# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:17
# SEK
#----------------------------

"status","K-42","ENST00000360537.6"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","2.667806e+01"
"case","5.174287e+00","5.281677e+00"
"control","4.951549e+00","3.649130e+00"
"case","4.797215e+00","1.079257e+01"
"control","0.000000e+00","6.727634e+00"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","1.156550e+01"
"case","7.542741e-01","1.328800e+01"
"case","6.503319e-01","1.501188e+01"
"case","    0.000000","2.498281e+01"
"control","    1.347212","2.877310e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.431722e+01"
"case","    3.847082","1.206501e+01"
"control","    0.000000","2.859298e+01"
"case","0.000000e+00","1.804593e+01"
"case","0.000000e+00","2.624751e+01"
"control","    1.09708","2.394005e+01"
"case","    0.000000","2.217562e+01"
"control","    9.405865","2.000539e+01"
"case","    0.000000","1.370108e+01"
"case","9.230309e-01","1.768890e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","3.709701e+01"
"case","    6.587451","1.986360e+01"
"control","    4.031072","2.003077e+01"
"case","    0.000000","2.994887e+01"
"case","9.669471e-01","1.938850e+01"
"case","    0.000000","     23.5872"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","2.747975e+01"
"control","    1.181335","1.369432e+01"
"control","    0.000000","3.750116e+01"
"control","    0.000000","3.025888e+01"
"case","    0.000000","3.355328e+01"
"control","    0.000000","2.177003e+01"
"control","    3.140573","2.727956e+01"
"control","9.905626e-01","6.062680e+01"
"case","    0.000000","2.986412e+01"
"control","    0.000000","2.752790e+01"
"case","    1.380711","1.973501e+01"
"case","    0.000000","2.997097e+01"
"case","    0.000000","2.740069e+01"
"control","3.351250e+00","2.985413e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","2.095813e+01"
"control","2.258711e+00","2.343790e+01"
"case","    1.083699","3.689707e+01"
"case","0.000000e+00","3.716883e+01"
"control","    6.591236","2.681579e+01"
"case","    0.000000","1.362144e+01"
"control","   31.620288","9.363838e+01"
"case","    0.000000","3.748841e+01"
"case","    1.106258","2.103670e+01"
"case","    1.080163","2.102075e+01"
"case","9.809206e-01","2.828075e+01"
"case","    0.000000","2.750632e+01"
