# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:24
# SEK
#----------------------------

"status","4017","ENST00000354765.6"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","8.605825e+00"
"case","8.623812e+00","1.056335e+01"
"control","1.556201e+01","2.919304e+00"
"case","1.918886e+01","8.993805e-01"
"control","0.000000e+00","9.174046e+00"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","8.995388e+00"
"case","1.508548e+00","7.308401e+00"
"case","0.000000e+00","4.378466e+00"
"case","    0.000000","7.687017e+00"
"control","    0.000000","6.165664e+00"
"case","   21.602348","0.000000e+00"
"control","    3.131746","1.671809e+01"
"case","    0.000000","1.020885e+01"
"control","   11.326228","1.106825e+01"
"case","2.726470e+00","1.371491e+01"
"case","9.250488e-01","1.724836e+01"
"control","    0.00000","1.073174e+01"
"case","    0.000000","1.478375e+01"
"control","   13.586250","1.769707e+01"
"case","    0.000000","1.278768e+01"
"case","0.000000e+00","5.896301e+00"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","2.422662e+01"
"case","    0.000000","1.036362e+01"
"control","   10.749525","1.402154e+01"
"case","    1.679327","8.063157e+00"
"case","4.834736e+00","1.148948e+01"
"case","    0.000000","      3.3696"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","2.024823e+01"
"control","    1.181335","6.444386e+00"
"control","    0.000000","9.146623e-01"
"control","    1.927097","2.449528e+01"
"case","    0.000000","1.677664e+01"
"control","    1.020431","1.451335e+01"
"control","    0.000000","1.678742e+01"
"control","1.981125e+00","3.975528e+00"
"case","    1.091845","1.791847e+01"
"control","    0.000000","1.613704e+01"
"case","    0.000000","7.518100e+00"
"case","    0.000000","1.762998e+01"
"case","    8.700326","1.370035e+01"
"control","6.702500e+00","1.778544e+01"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","1.422159e+01"
"control","7.529037e-01","1.464869e+01"
"case","    0.000000","1.311896e+01"
"case","3.335866e+00","3.140125e+01"
"control","    9.227730","1.340789e+01"
"case","    0.000000","3.632384e+00"
"control","    7.140065","0.000000e+00"
"case","    0.000000","2.717910e+01"
"case","    0.000000","1.357206e+01"
"case","    1.080163","1.726704e+01"
"case","4.904603e+00","1.488460e+01"
"case","    3.617565","1.400322e+01"
