# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:12
# SEK
#----------------------------

"status","3184","ENST00000374179.8"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","7.745243e+00"
"case","1.121096e+01","7.545253e+00"
"control","2.122093e+00","9.487738e+00"
"case","1.599072e+00","1.528947e+01"
"control","0.000000e+00","2.140611e+01"
"case","2.856862e+00","7.114846e+00"
"control","0.000000e+00","2.056089e+01"
"case","7.542741e-01","2.724041e+01"
"case","1.300664e+00","3.002377e+01"
"case","    0.000000","1.056965e+01"
"control","    0.000000","1.335894e+01"
"case","   94.368152","0.000000e+00"
"control","    0.000000","2.355731e+01"
"case","    3.847082","1.299308e+01"
"control","    1.415779","3.689417e+00"
"case","1.817646e+00","1.227123e+01"
"case","1.110059e+01","1.424865e+01"
"control","    0.00000","3.136972e+01"
"case","    2.098674","1.889034e+01"
"control","    0.000000","2.231370e+01"
"case","    0.000000","2.192173e+01"
"case","1.846062e+00","1.695187e+01"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","1.059914e+01"
"case","    0.000000","1.122725e+01"
"control","    2.687381","2.103230e+01"
"case","    6.717306","1.382256e+01"
"case","0.000000e+00","1.292567e+01"
"case","    3.359339","     15.7248"
"case","1.394901e+01","0.000000e+00"
"case","9.500108e-01","1.301672e+01"
"control","    0.000000","1.449987e+01"
"control","    0.000000","2.103723e+01"
"control","    0.000000","1.440899e+00"
"case","    2.349239","1.677664e+01"
"control","    4.081724","2.358420e+01"
"control","    0.000000","1.538847e+01"
"control","6.636769e+01","1.689599e+01"
"case","    2.183691","1.109239e+01"
"control","    2.623048","1.234009e+01"
"case","    1.380711","1.691572e+01"
"case","    0.000000","1.410399e+01"
"case","    0.000000","1.141696e+01"
"control","0.000000e+00","9.527915e+00"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","1.571860e+01"
"control","0.000000e+00","1.289085e+01"
"case","    0.000000","6.559478e+00"
"case","8.339664e-01","1.538021e+01"
"control","    0.000000","1.424589e+01"
"case","    8.446444","1.634573e+01"
"control","    1.020009","0.000000e+00"
"case","    0.000000","6.560471e+00"
"case","    0.000000","1.628648e+01"
"case","    0.000000","1.126111e+01"
"case","9.809206e-01","1.637306e+01"
"case","    2.170539","1.250287e+01"
