# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:19
# SEK
#----------------------------

"status","K-42","ENST00000618670.4"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","1.032699e+01"
"case","5.174287e+00","1.056335e+01"
"control","4.951549e+00","8.028086e+00"
"case","4.797215e+00","3.597522e+00"
"control","0.000000e+00","1.284366e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","3.855166e+00"
"case","7.542741e-01","1.528120e+01"
"case","6.503319e-01","1.438639e+01"
"case","    0.000000","4.420035e+01"
"control","    1.347212","7.193275e+01"
"case","    0.000000","4.529850e+00"
"control","    0.000000","6.383270e+01"
"case","    3.847082","5.754080e+01"
"control","    0.000000","5.072948e+01"
"case","0.000000e+00","5.052861e+01"
"case","0.000000e+00","6.299402e+01"
"control","    1.09708","3.467179e+01"
"case","    0.000000","3.121013e+01"
"control","    9.405865","3.539414e+01"
"case","    0.000000","3.927644e+01"
"case","9.230309e-01","3.685188e+01"
"control","2.645818e+01","2.646875e+01"
"control","1.897874e+00","4.239658e+01"
"case","    6.587451","3.972720e+01"
"control","    4.031072","4.707230e+01"
"case","    0.000000","7.487217e+01"
"case","9.669471e-01","3.734081e+01"
"case","    0.000000","     38.1888"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","3.471126e+01"
"control","    1.181335","5.799947e+01"
"control","    0.000000","1.125035e+02"
"control","    0.000000","5.763595e+01"
"case","    0.000000","4.503204e+01"
"control","    0.000000","3.900464e+01"
"control","    3.140573","4.406699e+01"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","5.290216e+01"
"control","    0.000000","4.271571e+01"
"case","    1.380711","3.383145e+01"
"case","    0.000000","8.991292e+01"
"case","    0.000000","4.795121e+01"
"control","3.351250e+00","5.462671e+01"
"case","7.697282e-01","1.472694e+01"
"case","    9.722825","5.239533e+01"
"control","2.258711e+00","3.339901e+01"
"case","    1.083699","5.165589e+01"
"case","0.000000e+00","4.806314e+01"
"control","    6.591236","4.608963e+01"
"case","    0.000000","5.176147e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","6.373029e+01"
"case","    1.106258","3.053714e+01"
"case","    1.080163","4.429372e+01"
"case","9.809206e-01","4.986342e+01"
"case","    0.000000","4.250977e+01"
