# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:11
# SEK
#----------------------------

"status","3184","ENST00000568209.5"
"case","1.713558e+01","1.504736e+02"
"control","    3.212888","9.208233e+01"
"case","1.121096e+01","1.312874e+02"
"control","2.122093e+00","1.226108e+02"
"case","1.599072e+00","1.034288e+02"
"control","0.000000e+00","1.400571e+02"
"case","2.856862e+00","2.632493e+02"
"control","0.000000e+00","1.150125e+02"
"case","7.542741e-01","6.112481e+01"
"case","1.300664e+00","6.004753e+01"
"case","    0.000000","1.662317e+02"
"control","    0.000000","1.202304e+02"
"case","   94.368152","0.000000e+00"
"control","    0.000000","1.542624e+02"
"case","    3.847082","1.614855e+02"
"control","    1.415779","1.282072e+02"
"case","1.817646e+00","1.255997e+02"
"case","1.110059e+01","1.184888e+02"
"control","    0.00000","9.328363e+01"
"case","    2.098674","1.084142e+02"
"control","    0.000000","1.054130e+02"
"case","    0.000000","1.032148e+02"
"case","1.846062e+00","1.002371e+02"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","1.370318e+02"
"case","    0.000000","1.494088e+02"
"control","    2.687381","1.071646e+02"
"case","    6.717306","1.405293e+02"
"case","0.000000e+00","8.760730e+01"
"case","    3.359339","    138.1536"
"case","1.394901e+01","2.556969e+01"
"case","9.500108e-01","1.084727e+02"
"control","    0.000000","1.901094e+02"
"control","    0.000000","9.238090e+01"
"control","    0.000000","1.714670e+02"
"case","    2.349239","9.359600e+01"
"control","    4.081724","1.133856e+02"
"control","    0.000000","1.301025e+02"
"control","6.636769e+01","3.379199e+01"
"case","    2.183691","1.143369e+02"
"control","    2.623048","1.044162e+02"
"case","    1.380711","1.155908e+02"
"case","    0.000000","1.137134e+02"
"case","    0.000000","8.752999e+01"
"control","0.000000e+00","8.384565e+01"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","1.032937e+02"
"control","0.000000e+00","1.101581e+02"
"case","    0.000000","8.527322e+01"
"case","8.339664e-01","8.651366e+01"
"control","    0.000000","8.379933e+01"
"case","    8.446444","1.498358e+02"
"control","    1.020009","1.382281e+02"
"case","    0.000000","1.030931e+02"
"case","    0.000000","1.024691e+02"
"case","    0.000000","9.534410e+01"
"case","9.809206e-01","9.600569e+01"
"case","    2.170539","8.301908e+01"
