# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:25
# SEK
#----------------------------

"status","3184","ENST00000647021.1"
"case","1.713558e+01","1.019337e+02"
"control","    3.212888","2.030975e+02"
"case","1.121096e+01","2.301302e+02"
"control","2.122093e+00","2.678461e+02"
"case","1.599072e+00","2.122538e+02"
"control","0.000000e+00","2.024406e+02"
"case","2.856862e+00","6.830252e+02"
"control","0.000000e+00","2.672915e+02"
"case","7.542741e-01","3.454881e+02"
"case","1.300664e+00","4.090738e+02"
"case","    0.000000","5.025388e+02"
"control","    0.000000","5.631306e+02"
"case","   94.368152","7.202462e+02"
"control","    0.000000","3.791966e+02"
"case","    3.847082","5.438534e+02"
"control","    1.415779","4.897701e+02"
"case","1.817646e+00","4.172219e+02"
"case","1.110059e+01","4.154606e+02"
"control","    0.00000","4.045042e+02"
"case","    2.098674","4.073744e+02"
"control","    0.000000","4.324241e+02"
"case","    0.000000","4.868451e+02"
"case","1.846062e+00","4.378004e+02"
"control","0.000000e+00","7.940626e+01"
"control","4.744685e+00","4.769615e+02"
"case","    0.000000","4.775901e+02"
"control","    2.687381","4.747292e+02"
"case","    6.717306","5.321684e+02"
"case","0.000000e+00","4.602974e+02"
"case","    3.359339","    497.5776"
"case","1.394901e+01","1.725954e+02"
"case","9.500108e-01","4.338907e+02"
"control","    0.000000","5.598560e+02"
"control","    0.000000","6.768501e+02"
"control","    0.000000","4.769375e+02"
"case","    2.349239","4.158841e+02"
"control","    4.081724","4.617061e+02"
"control","    0.000000","4.721463e+02"
"control","6.636769e+01","2.713298e+02"
"case","    2.183691","5.196357e+02"
"control","    2.623048","4.784159e+02"
"case","    1.380711","4.191340e+02"
"case","    0.000000","4.451571e+02"
"case","    0.000000","4.018768e+02"
"control","0.000000e+00","4.681382e+02"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","3.532942e+02"
"control","0.000000e+00","3.644594e+02"
"case","    0.000000","4.370252e+02"
"case","8.339664e-01","3.864277e+02"
"control","    0.000000","4.139687e+02"
"case","    8.446444","5.103500e+02"
"control","    1.020009","1.114743e+02"
"case","    0.000000","4.498609e+02"
"case","    0.000000","4.051261e+02"
"case","    0.000000","3.250708e+02"
"case","9.809206e-01","3.966747e+02"
"case","    2.170539","3.720855e+02"
