# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:14
# SEK
#----------------------------

"status","3184","ENST00000422579.1"
"case","1.713558e+01","0.000000e+00"
"control","    3.212888","5.163495e+00"
"case","1.121096e+01","7.545253e-01"
"control","2.122093e+00","1.459652e+00"
"case","1.599072e+00","1.259133e+01"
"control","0.000000e+00","4.892825e+00"
"case","2.856862e+00","0.000000e+00"
"control","0.000000e+00","7.710332e+00"
"case","7.542741e-01","7.972802e+00"
"case","1.300664e+00","7.505942e+00"
"case","    0.000000","1.633491e+01"
"control","    0.000000","1.233133e+01"
"case","   94.368152","0.000000e+00"
"control","    0.000000","1.823791e+01"
"case","    3.847082","2.227386e+01"
"control","    1.415779","1.844708e+01"
"case","1.817646e+00","2.237696e+01"
"case","1.110059e+01","1.499858e+01"
"control","    0.00000","1.073174e+01"
"case","    2.098674","2.217562e+01"
"control","    0.000000","2.154426e+01"
"case","    0.000000","2.648876e+01"
"case","1.846062e+00","2.137409e+01"
"control","0.000000e+00","0.000000e+00"
"control","4.744685e+00","3.633993e+01"
"case","    0.000000","2.245451e+01"
"control","    2.687381","2.203384e+01"
"case","    6.717306","2.649323e+01"
"case","0.000000e+00","2.154278e+01"
"case","    3.359339","     33.6960"
"case","1.394901e+01","3.196212e+00"
"case","9.500108e-01","2.097139e+01"
"control","    0.000000","3.383303e+01"
"control","    0.000000","5.487974e+00"
"control","    0.000000","1.440899e+02"
"case","    2.349239","1.412770e+01"
"control","    4.081724","3.356213e+01"
"control","    0.000000","1.888585e+01"
"control","6.636769e+01","2.882258e+01"
"case","    2.183691","1.962499e+01"
"control","    2.623048","3.037561e+01"
"case","    1.380711","1.503620e+01"
"case","    0.000000","2.644498e+01"
"case","    0.000000","2.359504e+01"
"control","0.000000e+00","1.905583e+01"
"case","1.955110e+02","0.000000e+00"
"case","    0.000000","1.646710e+01"
"control","0.000000e+00","1.933627e+01"
"case","    0.000000","1.639870e+01"
"case","8.339664e-01","9.612629e+00"
"control","    0.000000","1.089391e+01"
"case","    8.446444","2.724288e+01"
"control","    1.020009","0.000000e+00"
"case","    0.000000","2.061862e+01"
"case","    0.000000","1.357206e+01"
"case","    0.000000","1.201186e+01"
"case","9.809206e-01","1.265191e+01"
"case","    2.170539","1.750402e+01"
