# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","K-42","ENST00000483904.5"
"case","1.195207e+02","3.155092e+02"
"control","    7.496739","1.815829e+02"
"case","5.174287e+00","2.286212e+02"
"control","4.951549e+00","1.729688e+02"
"case","4.797215e+00","1.960650e+02"
"control","0.000000e+00","2.250699e+02"
"case","8.162464e-01","1.422969e+01"
"control","6.823173e+00","2.403054e+02"
"case","7.542741e-01","1.388596e+02"
"case","6.503319e-01","1.576248e+02"
"case","    0.000000","5.957438e+01"
"control","    1.347212","6.371186e+01"
"case","    0.000000","1.358955e+01"
"control","    0.000000","9.954862e+01"
"case","    3.847082","7.146196e+01"
"control","    0.000000","3.597181e+01"
"case","0.000000e+00","7.579291e+01"
"case","0.000000e+00","8.399203e+01"
"control","    1.09708","6.604151e+01"
"case","    0.000000","7.227610e+01"
"control","    9.405865","9.541030e+01"
"case","    0.000000","8.311990e+01"
"case","9.230309e-01","8.328525e+01"
"control","2.645818e+01","2.646875e+01"
"control","1.897874e+00","7.116569e+01"
"case","    6.587451","3.540903e+01"
"control","    4.031072","5.608614e+01"
"case","    0.000000","3.570827e+01"
"case","9.669471e-01","7.539972e+01"
"case","    0.000000","     22.4640"
"case","3.182118e+02","3.643681e+02"
"case","1.900022e+00","7.231512e+01"
"control","    1.181335","3.463857e+01"
"control","    0.000000","6.768501e+01"
"control","    0.000000","7.924944e+01"
"case","    0.000000","8.388321e+01"
"control","    0.000000","7.165968e+01"
"control","    3.140573","3.287537e+01"
"control","9.905626e-01","3.359321e+02"
"case","    0.000000","5.119564e+01"
"control","    0.000000","6.644665e+01"
"case","    1.380711","7.894005e+01"
"case","    0.000000","7.580893e+01"
"case","    0.000000","5.404026e+01"
"control","3.351250e+00","5.653230e+01"
"case","7.697282e-01","1.619963e+02"
"case","    9.722825","6.736543e+01"
"control","2.258711e+00","6.621207e+01"
"case","    1.083699","7.789380e+01"
"case","0.000000e+00","9.804881e+01"
"control","    6.591236","6.117351e+01"
"case","    0.000000","6.901530e+01"
"control","   31.620288","6.153379e+02"
"case","    0.000000","6.279308e+01"
"case","    1.106258","4.003759e+01"
"case","    1.080163","4.804742e+01"
"case","9.809206e-01","8.484224e+01"
"case","    0.000000","9.402161e+01"
