# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:14
# SEK
#----------------------------

"status","K-42","ENST00000397514.7"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","1.127363e+02"
"case","5.174287e+00","1.418507e+02"
"control","4.951549e+00","1.226108e+02"
"case","4.797215e+00","1.456996e+02"
"control","0.000000e+00","1.504544e+02"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","1.792652e+02"
"case","7.542741e-01","7.441282e+01"
"case","6.503319e-01","1.207206e+02"
"case","    0.000000","1.056965e+02"
"control","    1.347212","8.015363e+01"
"case","    0.000000","1.811940e+01"
"control","    0.000000","9.574905e+01"
"case","    3.847082","1.020885e+02"
"control","    0.000000","1.033037e+02"
"case","0.000000e+00","7.940210e+01"
"case","0.000000e+00","7.199317e+01"
"control","    1.09708","8.255188e+01"
"case","    0.000000","7.474006e+01"
"control","    9.405865","7.463548e+01"
"case","    0.000000","6.941882e+01"
"case","9.230309e-01","5.232967e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","6.132362e+01"
"case","    6.587451","9.068166e+01"
"control","    4.031072","4.707230e+01"
"case","    0.000000","7.602405e+01"
"case","9.669471e-01","6.606452e+01"
"case","    0.000000","     80.8704"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","4.483538e+01"
"control","    1.181335","7.733263e+01"
"control","    0.000000","4.847710e+01"
"control","    0.000000","3.890427e+01"
"case","    0.000000","4.944694e+01"
"control","    0.000000","7.438094e+01"
"control","    3.140573","7.974026e+01"
"control","9.905626e-01","4.770633e+01"
"case","    0.000000","7.849998e+01"
"control","    0.000000","8.448217e+01"
"case","    1.380711","7.987981e+01"
"case","    0.000000","7.316443e+01"
"case","    0.000000","8.829112e+01"
"control","3.351250e+00","7.114176e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","8.233552e+01"
"control","2.258711e+00","8.261860e+01"
"case","    1.083699","6.395491e+01"
"case","0.000000e+00","6.792924e+01"
"control","    6.591236","8.882729e+01"
"case","    0.000000","8.717722e+01"
"control","   31.620288","1.337691e+01"
"case","    0.000000","8.153729e+01"
"case","    1.106258","1.078979e+02"
"case","    1.080163","9.609484e+01"
"case","9.809206e-01","7.591148e+01"
"case","    0.000000","6.601518e+01"
