# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:18
# SEK
#----------------------------

"status","K-42","ENST00000450102.6"
"case","1.195207e+02","9.950675e+02"
"control","    7.496739","0.000000e+00"
"case","5.174287e+00","7.545253e-01"
"control","4.951549e+00","7.298260e-01"
"case","4.797215e+00","0.000000e+00"
"control","0.000000e+00","0.000000e+00"
"case","8.162464e-01","1.636415e+02"
"control","6.823173e+00","0.000000e+00"
"case","7.542741e-01","6.644001e-01"
"case","6.503319e-01","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    1.347212","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","1.519826e+00"
"case","    3.847082","9.280774e-01"
"control","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"case","0.000000e+00","7.499288e-01"
"control","    1.09708","0.000000e+00"
"case","    0.000000","1.642639e+00"
"control","    9.405865","7.694379e-01"
"case","    0.000000","0.000000e+00"
"case","9.230309e-01","0.000000e+00"
"control","2.645818e+01","1.469016e+03"
"control","1.897874e+00","7.570818e-01"
"case","    6.587451","0.000000e+00"
"control","    4.031072","0.000000e+00"
"case","    0.000000","2.303759e+00"
"case","9.669471e-01","7.180926e-01"
"case","    0.000000","      0.0000"
"case","3.182118e+02","9.269014e+01"
"case","1.900022e+00","2.169454e+00"
"control","    1.181335","0.000000e+00"
"control","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","1.765962e+00"
"control","    0.000000","9.070846e-01"
"control","    3.140573","0.000000e+00"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    1.380711","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","3.351250e+00","0.000000e+00"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","0.000000e+00"
"control","2.258711e+00","5.273528e+00"
"case","    1.083699","0.000000e+00"
"case","0.000000e+00","6.408419e-01"
"control","    6.591236","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","   31.620288","1.783588e+01"
"case","    0.000000","0.000000e+00"
"case","    1.106258","1.357206e+00"
"case","    1.080163","1.501482e+00"
"case","9.809206e-01","0.000000e+00"
"case","    0.000000","0.000000e+00"
