# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:12
# SEK
#----------------------------

"status","4017","ENST00000527181.1"
"case","1.370846e+01","8.251779e+01"
"control","   13.922515","2.306361e+02"
"case","8.623812e+00","1.916494e+02"
"control","1.556201e+01","2.707654e+02"
"case","1.918886e+01","2.032600e+02"
"control","0.000000e+00","3.455557e+02"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","2.550835e+02"
"case","1.508548e+00","3.986401e+02"
"case","0.000000e+00","4.616154e+02"
"case","    0.000000","3.536028e+02"
"control","    0.000000","2.795101e+02"
"case","   21.602348","1.358955e+01"
"control","    3.131746","1.740201e+02"
"case","    0.000000","1.791189e+02"
"control","   11.326228","5.903067e+01"
"case","2.726470e+00","1.898432e+02"
"case","9.250488e-01","2.047306e+02"
"control","    0.00000","2.468301e+02"
"case","    0.000000","2.587156e+02"
"control","   13.586250","2.231370e+02"
"case","    0.000000","2.402256e+02"
"case","0.000000e+00","2.837595e+02"
"control","7.116339e+01","1.323438e+01"
"control","5.693622e+00","1.529305e+02"
"case","    0.000000","2.521814e+02"
"control","   10.749525","2.503846e+02"
"case","    1.679327","1.336180e+02"
"case","4.834736e+00","2.542048e+02"
"case","    0.000000","    222.3936"
"case","0.000000e+00","2.269310e+02"
"case","1.900022e+00","1.771720e+02"
"control","    1.181335","1.828594e+02"
"control","    0.000000","1.774445e+02"
"control","    1.927097","2.939434e+02"
"case","    0.000000","2.083835e+02"
"control","    1.020431","2.567049e+02"
"control","    0.000000","1.902575e+02"
"control","1.981125e+00","7.752279e+02"
"case","    1.091845","1.808913e+02"
"control","    0.000000","2.581927e+02"
"case","    0.000000","1.954706e+02"
"case","    0.000000","1.815888e+02"
"case","    8.700326","1.788656e+02"
"control","6.702500e+00","1.352964e+02"
"case","2.771022e+01","5.890774e+01"
"case","    3.240942","2.050903e+02"
"control","7.529037e-01","2.156287e+02"
"case","    0.000000","1.836654e+02"
"case","3.335866e+00","2.153229e+02"
"control","    9.227730","1.868725e+02"
"case","    0.000000","3.832165e+02"
"control","    7.140065","4.458970e+00"
"case","    0.000000","1.949397e+02"
"case","    0.000000","1.974735e+02"
"case","    1.080163","1.614093e+02"
"case","4.904603e+00","1.912672e+02"
"case","    3.617565","1.785410e+02"
