# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:12
# SEK
#----------------------------

"status","K-42","ENST00000398822.7"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","5.765903e+01"
"case","5.174287e+00","3.998984e+01"
"control","4.951549e+00","2.992286e+01"
"case","4.797215e+00","4.946593e+01"
"control","0.000000e+00","3.547298e+01"
"case","8.162464e-01","7.114846e+00"
"control","6.823173e+00","4.433441e+01"
"case","7.542741e-01","4.451481e+01"
"case","6.503319e-01","3.440223e+01"
"case","    0.000000","6.341789e+01"
"control","    1.347212","7.193275e+01"
"case","    0.000000","4.529850e+00"
"control","    0.000000","1.003085e+02"
"case","    3.847082","4.826003e+01"
"control","    0.000000","6.640950e+01"
"case","0.000000e+00","5.919066e+01"
"case","0.000000e+00","7.274310e+01"
"control","    1.09708","7.677325e+01"
"case","    0.000000","7.556138e+01"
"control","    9.405865","7.078829e+01"
"case","    0.000000","7.215903e+01"
"case","9.230309e-01","5.232967e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","8.630732e+01"
"case","    6.587451","7.340896e+01"
"control","    4.031072","5.909076e+01"
"case","    0.000000","8.063157e+01"
"case","9.669471e-01","7.396354e+01"
"case","    0.000000","     64.0224"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","8.171609e+01"
"control","    1.181335","7.733263e+01"
"control","    0.000000","8.049029e+01"
"control","    0.000000","1.123901e+02"
"case","    0.000000","8.035128e+01"
"control","    0.000000","5.079674e+01"
"control","    3.140573","5.385965e+01"
"control","9.905626e-01","1.987764e+00"
"case","    0.000000","8.361954e+01"
"control","    0.000000","5.790351e+01"
"case","    1.380711","7.706052e+01"
"case","    0.000000","6.699394e+01"
"case","    0.000000","6.545721e+01"
"control","3.351250e+00","5.780268e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","6.661692e+01"
"control","2.258711e+00","4.453201e+01"
"case","    1.083699","5.575557e+01"
"case","0.000000e+00","6.023914e+01"
"control","    6.591236","5.530756e+01"
"case","    0.000000","5.266957e+01"
"control","   31.620288","1.783588e+01"
"case","    0.000000","6.279308e+01"
"case","    1.106258","4.614502e+01"
"case","    1.080163","7.282187e+01"
"case","9.809206e-01","6.474803e+01"
"case","    0.000000","6.501495e+01"
