# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:17
# SEK
#----------------------------

"status","4017","ENST00000539014.5"
"case","1.370846e+01","0.000000e+00"
"control","   13.922515","1.807223e+01"
"case","8.623812e+00","1.810861e+01"
"control","1.556201e+01","6.276503e+01"
"case","1.918886e+01","2.878018e+01"
"control","0.000000e+00","2.629893e+01"
"case","1.661061e+02","0.000000e+00"
"control","9.097564e+00","2.377352e+01"
"case","1.508548e+00","4.052841e+01"
"case","0.000000e+00","4.315916e+01"
"case","    0.000000","2.690456e+01"
"control","    0.000000","2.157982e+01"
"case","   21.602348","2.264925e+01"
"control","    3.131746","1.671809e+01"
"case","    0.000000","2.320194e+01"
"control","   11.326228","2.490356e+01"
"case","2.726470e+00","2.309879e+01"
"case","9.250488e-01","2.174794e+01"
"control","    0.00000","1.485934e+01"
"case","    0.000000","2.874618e+01"
"control","   13.586250","1.077213e+01"
"case","    0.000000","3.288260e+01"
"case","0.000000e+00","3.095558e+01"
"control","7.116339e+01","0.000000e+00"
"control","5.693622e+00","1.059914e+01"
"case","    0.000000","3.368176e+01"
"control","   10.749525","2.804307e+01"
"case","    1.679327","2.188571e+01"
"case","4.834736e+00","1.651613e+01"
"case","    0.000000","     26.9568"
"case","0.000000e+00","0.000000e+00"
"case","1.900022e+00","2.458714e+01"
"control","    1.181335","1.772206e+01"
"control","    0.000000","1.554926e+01"
"control","    1.927097","1.440899e+00"
"case","    0.000000","1.501068e+01"
"control","    1.020431","3.628338e+01"
"control","    0.000000","1.049214e+01"
"control","1.981125e+00","2.285928e+01"
"case","    1.091845","1.962499e+01"
"control","    0.000000","2.942637e+01"
"case","    0.000000","2.631335e+01"
"case","    0.000000","1.674848e+01"
"case","    8.700326","1.370035e+01"
"control","6.702500e+00","2.223180e+01"
"case","2.771022e+01","0.000000e+00"
"case","    3.240942","1.946112e+01"
"control","7.529037e-01","2.988332e+01"
"case","    0.000000","1.065915e+01"
"case","3.335866e+00","2.371115e+01"
"control","    9.227730","1.424589e+01"
"case","    0.000000","2.996717e+01"
"control","    7.140065","4.458970e+00"
"case","    0.000000","2.530468e+01"
"case","    0.000000","2.850133e+01"
"case","    1.080163","1.351334e+01"
"case","4.904603e+00","8.186532e+00"
"case","    3.617565","1.150264e+01"
