# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:08
# SEK
#----------------------------

"status","K-42","ENST00000649781.1"
"case","1.195207e+02","8.737178e+01"
"control","    7.496739","8.605825e-01"
"case","5.174287e+00","0.000000e+00"
"control","4.951549e+00","2.919304e+00"
"case","4.797215e+00","8.993805e-01"
"control","0.000000e+00","1.223206e+00"
"case","8.162464e-01","1.138375e+02"
"control","6.823173e+00","6.425277e-01"
"case","7.542741e-01","0.000000e+00"
"case","6.503319e-01","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    1.347212","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    3.847082","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","0.000000e+00","0.000000e+00"
"case","0.000000e+00","7.499288e-01"
"control","    1.09708","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    9.405865","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","9.230309e-01","0.000000e+00"
"control","2.645818e+01","2.646875e+01"
"control","1.897874e+00","1.514164e+00"
"case","    6.587451","0.000000e+00"
"control","    4.031072","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","9.669471e-01","0.000000e+00"
"case","    0.000000","      0.0000"
"case","3.182118e+02","3.803492e+02"
"case","1.900022e+00","0.000000e+00"
"control","    1.181335","0.000000e+00"
"control","    0.000000","0.000000e+00"
"control","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","    0.000000","9.070846e-01"
"control","    3.140573","0.000000e+00"
"control","9.905626e-01","0.000000e+00"
"case","    0.000000","8.532606e-01"
"control","    0.000000","0.000000e+00"
"case","    1.380711","0.000000e+00"
"case","    0.000000","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","3.351250e+00","0.000000e+00"
"case","7.697282e-01","1.914502e+02"
"case","    9.722825","0.000000e+00"
"control","2.258711e+00","5.859475e-01"
"case","    1.083699","8.199348e-01"
"case","0.000000e+00","0.000000e+00"
"control","    6.591236","0.000000e+00"
"case","    0.000000","0.000000e+00"
"control","   31.620288","2.229485e+01"
"case","    0.000000","0.000000e+00"
"case","    1.106258","0.000000e+00"
"case","    1.080163","0.000000e+00"
"case","9.809206e-01","0.000000e+00"
"case","    0.000000","5.001150e-01"
