# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:21
# SEK
#----------------------------

"status","K-42","ENST00000495935.1"
"case","1.195207e+02","0.000000e+00"
"control","    7.496739","1.032699e+01"
"case","5.174287e+00","1.735408e+01"
"control","4.951549e+00","2.408426e+01"
"case","4.797215e+00","2.698142e+00"
"control","0.000000e+00","2.935695e+01"
"case","8.162464e-01","0.000000e+00"
"control","6.823173e+00","2.827122e+01"
"case","7.542741e-01","2.989801e+01"
"case","6.503319e-01","2.189233e+01"
"case","    0.000000","2.690456e+01"
"control","    1.347212","3.596637e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","3.267626e+01"
"case","    3.847082","3.712310e+01"
"control","    0.000000","3.412711e+01"
"case","0.000000e+00","1.948961e+01"
"case","0.000000e+00","3.374680e+01"
"control","    1.09708","3.632283e+01"
"case","    0.000000","4.106597e+01"
"control","    9.405865","3.000808e+01"
"case","    0.000000","2.374854e+01"
"case","9.230309e-01","3.537781e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","3.179743e+01"
"case","    6.587451","3.022722e+01"
"control","    4.031072","4.406768e+01"
"case","    0.000000","4.607518e+01"
"case","9.669471e-01","3.087798e+01"
"case","    0.000000","     43.8048"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","1.446302e+01"
"control","    1.181335","4.027741e+01"
"control","    0.000000","4.756244e+01"
"control","    0.000000","1.901987e+02"
"case","    0.000000","3.355328e+01"
"control","    0.000000","3.265505e+01"
"control","    3.140573","1.538847e+01"
"control","9.905626e-01","2.186540e+01"
"case","    0.000000","2.389130e+01"
"control","    0.000000","3.796952e+01"
"case","    1.380711","3.007240e+01"
"case","    0.000000","3.437847e+01"
"case","    0.000000","1.446148e+01"
"control","3.351250e+00","2.032622e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","3.368271e+01"
"control","2.258711e+00","2.460980e+01"
"case","    1.083699","2.541798e+01"
"case","0.000000e+00","2.883789e+01"
"control","    6.591236","3.351973e+01"
"case","    0.000000","7.628007e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.436746e+01"
"case","    1.106258","3.664457e+01"
"case","    1.080163","2.327297e+01"
"case","9.809206e-01","3.795574e+01"
"case","    0.000000","2.500575e+01"
