# Simulated random data filefor batch processing
# timestamp: 2020-04-15 21:59:24
# SEK
#----------------------------

"status","K-42","ENST00000517419.5"
"case","1.195207e+02","9.707976e+00"
"control","    7.496739","1.721165e+00"
"case","5.174287e+00","3.018101e+00"
"control","4.951549e+00","4.378956e+00"
"case","4.797215e+00","2.698142e+00"
"control","0.000000e+00","1.223206e+00"
"case","8.162464e-01","6.403361e+01"
"control","6.823173e+00","5.140221e+00"
"case","7.542741e-01","2.458280e+01"
"case","6.503319e-01","2.001584e+01"
"case","    0.000000","3.074807e+01"
"control","    1.347212","2.363505e+01"
"case","    0.000000","0.000000e+00"
"control","    0.000000","2.279739e+01"
"case","    3.847082","2.691425e+01"
"control","    0.000000","2.305886e+01"
"case","0.000000e+00","2.165512e+01"
"case","0.000000e+00","1.799829e+01"
"control","    1.09708","2.806764e+01"
"case","    0.000000","2.792486e+01"
"control","    9.405865","2.308314e+01"
"case","    0.000000","2.009492e+01"
"case","9.230309e-01","2.211113e+01"
"control","2.645818e+01","0.000000e+00"
"control","1.897874e+00","2.271245e+01"
"case","    6.587451","3.368176e+01"
"control","    4.031072","3.405230e+01"
"case","    0.000000","3.455639e+01"
"case","9.669471e-01","2.226087e+01"
"case","    0.000000","     35.9424"
"case","3.182118e+02","0.000000e+00"
"case","1.900022e+00","1.880193e+01"
"control","    1.181335","4.269406e+01"
"control","    0.000000","1.006129e+01"
"control","    0.000000","7.492674e+01"
"case","    0.000000","2.648943e+01"
"control","    0.000000","2.449128e+01"
"control","    3.140573","2.168376e+01"
"control","9.905626e-01","1.987764e+00"
"case","    0.000000","2.218478e+01"
"control","    0.000000","2.373095e+01"
"case","    1.380711","1.879525e+01"
"case","    0.000000","1.762998e+01"
"case","    0.000000","2.587843e+01"
"control","3.351250e+00","2.350219e+01"
"case","7.697282e-01","0.000000e+00"
"case","    9.722825","2.919169e+01"
"control","2.258711e+00","2.168006e+01"
"case","    1.083699","1.557876e+01"
"case","0.000000e+00","1.538021e+01"
"control","    6.591236","1.927385e+01"
"case","    0.000000","3.359955e+01"
"control","   31.620288","0.000000e+00"
"case","    0.000000","2.249304e+01"
"case","    1.106258","2.103670e+01"
"case","    1.080163","2.402371e+01"
"case","9.809206e-01","1.562883e+01"
"case","    0.000000","2.050471e+01"
